Codigo do Termo;Termo
79644287;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42301-05: Componente Tibial SC Cimentado Direito/Esquerdo 1
79644295;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-73: Cunha Femoral SC+RH+TH 3/10mm Distal - 5mm Posterior
79644309;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42303-05: Componente Tibial SC Cimentado Direito/Esquerdo 3
79644317;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-75-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 5/10mm Distal - 10mm Posterior
79644325;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42304-05: Componente Tibial SC Cimentado Direito/Esquerdo 4
79644333;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-15-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/15 mm
79644341;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42720-33: Haste Reta Cimentada 20 x 140mm
79644350;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42304-20: Componente Patelar 4 x 28mm
79644368;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42714-33: Haste Reta Cimentada 14 x 140mm
79644376;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42424-07-00: Inserto Articular SC Móvel com Pino de Bloqueio 4/7 mm
79644384;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42718-31: Haste Reta Cimentada 18 x 40mm
79644392;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-73-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/10mm Distal - 5mm Posterior
79644406;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-52-00: Adaptador com Rosca SC+RH+TH 0° para Fêmur 6
79644414;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42720-31: Haste Reta Cimentada 20 x 40mm
79644422;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-05: Trava
79644430;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42710-31: Haste Reta Cimentada 10 x 40mm
79644449;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42712-33: Haste Reta Cimentada 12 x 140mm
79644457;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42424-09-00: Inserto Articular SC Móvel com Pino de Bloqueio 4/9 mm
79644465;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42803-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Direito 3
79644473;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-77: Cunha Femoral SC+RH+TH 4/10mm Posterior
79644481;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42421-07-02: Pino de Bloqueio 7mm
79644490;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-72: Cunha Femoral SC+RH+TH 6/10mm Distal
79644503;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-71-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 6/5mm Distal
79644511;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42702-81: Cunha Tibial SC+RH+TH 2/5mm
79644520;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-52-00: Adaptador com Rosca SC+RH+TH 0° para Fêmur 3
79644538;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-71: Cunha Femoral SC+RH+TH 6/5mm Distal
79644546;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42303-20: Componente Patelar 3 x 28mm
79644554;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-71-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/5mm Distal
79644562;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42722-33: Haste Reta Cimentada 22 x 140mm
79644570;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-54-00: Adaptador com Rosca SC+RH+TH 3° para Fêmur 5
79644589;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-71-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 5/5mm Distal
79644597;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-09-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/9 mm
79644600;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Esquerdo 3
79644619;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-81: Cunha Tibial SC+RH+TH 1/5mm
79644627;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42308-05: Componente Tibial SC Cimentado Direito/Esquerdo 8
79644635;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-54-00: Adaptador com Rosca SC+RH+TH 3° para Fêmur 4
79644643;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42720-32: Haste Reta Cimentada 20 x 80mm
79644651;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42722-32: Haste Reta Cimentada 22 x 80mm
79644660;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42805-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Direito 5
79644678;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-54-00: Adaptador com Rosca SC+RH+TH 3° para Fêmur 3
79644686;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-74-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/5mm Distal - 10mm Posterior
79644694;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-81: Cunha Tibial SC+RH+TH 3/5mm
79644708;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-81: Cunha Tibial SC+RH+TH 4/5mm
79644716;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42421-09-02: Pino de Bloqueio 9mm
79644724;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-76: Cunha Femoral SC+RH+TH 3/5mm Posterior
79644732;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-53-00: Adaptador Offset com Rosca SC+RH+TH 4mm para Fêmur 3
79644740;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-15-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/15 mm
79644759;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-54: Adaptador SC+RH+TH 3° para Fêmur 6
79644767;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-52-00: Adaptador com Rosca SC+RH+TH 0° para Tibia
79644775;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42714-31: Haste Reta Cimentada 14 x 40mm
79644783;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42305-26: Componente Patelar 5 x 36mm
79644791;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42307-05: Componente Tibial SC Cimentado Direito/Esquerdo 7
79644805;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42716-31: Haste Reta Cimentada 16 x 40mm
79644813;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-53: Adaptador Offset SC+RH+TH 4mm para Tibia
79644821;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-75-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/10mm Distal - 10mm Posterior
79644830;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-17-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/17 mm
79644848;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42305-22: Componente Patelar 5 x 32mm
79644856;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42710-32: Haste Reta Cimentada 10 x 80mm
79644864;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-52: Adaptador SC+RH+TH 0° para Fêmur 3
79644872;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-52-00: Adaptador com Rosca SC+RH+TH 0° para Fêmur 4
79644880;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-11-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/11 mm
79644899;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42424-11-00: Inserto Articular SC Móvel com Pino de Bloqueio 4/11 mm
79644902;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-71: Cunha Femoral SC+RH+TH 3/5mm Distal
79644910;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-72: Cunha Femoral SC+RH+TH 5/10mm Distal
79644929;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-53-00: Adaptador Offset com Rosca SC+RH+TH 4mm para Fêmur 6
79644937;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-77: Cunha Femoral SC+RH+TH 6/10mm Posterior
79644945;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-72-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/10mm Distal
79644953;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42424-15-00: Inserto Articular SC Móvel com Pino de Bloqueio 4/15 mm
79644961;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42806-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Direito 6
79644970;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42712-31: Haste Reta Cimentada 12 x 40mm
79644988;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-52-00: Adaptador com Rosca SC+RH+TH 0° para Fêmur 5
79644996;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-53-00: Adaptador Offset com Rosca SC+RH+TH 4mm para Fêmur 5
79645003;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-71: Cunha Femoral SC+RH+TH 4/5mm Distal
79645011;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42712-32: Haste Reta Cimentada 12 x 80mm
79645020;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-54-00: Adaptador com Rosca SC+RH+TH 3° para Fêmur 6
79645038;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-74: Cunha Femoral SC+RH+TH 4/5mm Distal - 10mm Posterior
79645046;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-77: Cunha Femoral SC+RH+TH 5/10mm Posterior
79645054;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42716-33: Haste Reta Cimentada 16 x 140mm
79645062;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-72-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/10mm Distal
79645070;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-65: Parafuso de Fixação para Cunha 15mm
79645089;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42426-15-00: Inserto Articular SC Móvel com Pino de Bloqueio 6/15 mm
79645097;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42421-11-02: Pino de Bloqueio 11mm
79645100;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-52: Adaptador SC+RH+TH 0° para Fêmur 6
79645119;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42424-17-00: Inserto Articular SC Móvel com Pino de Bloqueio 4/17 mm
79645127;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-53-00: Adaptador Offset com Rosca SC+RH+TH 4mm para Fêmur 4
79645135;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-72-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 6/10mm Distal
79645143;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-76: Cunha Femoral SC+RH+TH 6/5mm Posterior
79645151;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-11-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/11 mm
79645160;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-07-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/7 mm
79645178;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42421-13-02: Pino de Bloqueio 13mm
79645186;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-73-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/10mm Distal - 5mm Posterior
79645194;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-54-00: Adaptador com Rosca SC+RH+TH 3° para Tibia
79645208;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42718-32: Haste Reta Cimentada 18 x 80mm
79645216;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42306-05: Componente Tibial SC Cimentado Direito/Esquerdo 6
79645224;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42306-22: Componente Patelar 6 x 32mm
79645232;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42305-05: Componente Tibial SC Cimentado Direito/Esquerdo 5
79645240;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-09-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/9 mm
79645259;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42718-33: Haste Reta Cimentada 18 x 140mm
79645267;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42302-05: Componente Tibial SC Cimentado Direito/Esquerdo 2
79645275;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-73: Cunha Femoral SC+RH+TH 4/10mm Distal - 5mm Posterior
79645283;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-75-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/10mm Distal - 10mm Posterior
79645291;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-07-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/7 mm
79645305;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42426-13-00: Inserto Articular SC Móvel com Pino de Bloqueio 6/13 mm
79645313;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-52: Adaptador SC+RH+TH 0° para Fêmur 4
79645321;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42306-26: Componente Patelar 6 x 36mm
79645330;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-72: Cunha Femoral SC+RH+TH 3/10mm Distal
79645348;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-54: Adaptador SC+RH+TH 3° para Tibia
79645356;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-74-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/5mm Distal - 10mm Posterior
79645364;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-76-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/5mm Posterior
79645372;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-76-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 6/5mm Posterior
79645380;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-54: Adaptador SC+RH+TH 3° para Fêmur 3
79645399;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-17-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/17 mm
79645402;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42423-13-00: Inserto Articular SC Móvel com Pino de Bloqueio 3/13 mm
79645410;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-72-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 5/10mm Distal
79645429;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42304-22: Componente Patelar 4 x 32mm
79645437;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Esquerdo 4
79645445;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42722-31: Haste Reta Cimentada 22 x 40mm
79645453;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42306-20: Componente Patelar 6 x 28mm
79645461;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-76: Cunha Femoral SC+RH+TH 5/5mm Posterior
79645470;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42304-18: Componente Patelar 4 x 24mm
79645488;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42421-15-02: Pino de Bloqueio 15mm
79645496;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-71: Cunha Femoral SC+RH+TH 5/5mm Distal
79645500;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-75: Cunha Femoral SC+RH+TH 5/10mm Distal - 10mm Posterior
79645518;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-75: Cunha Femoral SC+RH+TH 3/10mm Distal - 10mm Posterior
79645526;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42707-81: Cunha Tibial SC+RH+TH 7/5mm
79645534;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42426-11-00: Inserto Articular SC Móvel com Pino de Bloqueio 6/11 mm
79645542;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42303-18: Componente Patelar 3 x 24mm
79645550;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-52: Adaptador SC+RH+TH 0° para Tibia
79645569;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-77: Cunha Femoral SC+RH+TH 3/10mm Posterior
79645577;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-71-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 3/5mm Distal
79645585;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-81: Cunha Tibial SC+RH+TH 6/5mm
79645593;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-77-00: Cunha Femoral com Parafuso de Fixação SC+RH+TH 4/10mm Posterior
79645607;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Esquerdo 5
79645615;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-72: Cunha Femoral SC+RH+TH 4/10mm Distal
79645623;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-56: Rosca para Adaptador
79645631;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-63: Parafuso de Fixação para Cunha 5mm
79645640;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-64: Parafuso de Fixação para Cunha 10mm
79645658;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42303-22: Componente Patelar 3 x 32mm
79645666;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42706-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Esquerdo 6
79645674;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-75: Cunha Femoral SC+RH+TH 4/10mm Distal - 10mm Posterior
79645682;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-53-00: Adaptador Offset com Rosca SC+RH+TH 4mm para Tibia
79645690;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42701-57: Rosca para Haste
79645704;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42704-54: Adaptador SC+RH+TH 3° para Fêmur 4
79645712;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42804-01-10: Componente Femoral SC Cimentado com Protetor de Cimento Direito 4
79645720;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-52: Adaptador SC+RH+TH 0° para Fêmur 5
79645739;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-74: Cunha Femoral SC+RH+TH 3/5mm Distal - 10mm Posterior
79645747;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42426-17-00: Inserto Articular SC Móvel com Pino de Bloqueio 6/17 mm
79645755;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42710-33: Haste Reta Cimentada 10 x 140mm
79645763;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-81: Cunha Tibial SC+RH+TH 5/5mm
79645771;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42705-54: Adaptador SC+RH+TH 3° para Fêmur 5
79645780;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42426-07-00: Inserto Articular SC Móvel com Pino de Bloqueio 6/7 mm
79645798;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42703-01-12: Conjunto de Tampão SC
79645801;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42425-13-00: Inserto Articular SC Móvel com Pino de Bloqueio 5/13 mm
79645810;SISTEMA DE JOELHO SC CIMENTADO BPK-S - 42714-32: Haste Reta Cimentada 14 x 80mm
79645828;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S
79645836;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42307-03: Componente Tibial UC + SC Cimentado Esquerdo 7
79645844;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42402-03: Componente Tibial UC + SC Cimentado Direito 2
79645852;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42403-01: Componente Femoral UC Cimentado Direito 3
79645860;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-15: Inserto Articular UC Fixo 4/15 mm
79645879;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42306-03: Componente Tibial UC + SC Cimentado Esquerdo 6
79645887;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42301-18: Componente Patelar 1 x 24mm
79645895;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42716-32: Haste Reta Cimentada 16 x 80mm
79645909;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-20: Componente Patelar 5 x 28mm
79645917;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-26: Componente Patelar 4 x 36mm
79645925;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-20: Componente Patelar 2 x 28mm
79645933;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42306-01: Componente Femoral UC Cimentado Esquerdo 6
79645941;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42401-03: Componente Tibial UC + SC Cimentado Direito 1
79645950;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42301-17: Inserto Articular UC Fixo 1/17 mm
79645968;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42303-01: Componente Femoral UC Cimentado Esquerdo 3
79645976;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-13: Inserto Articular UC Fixo 2/13 mm
79645984;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-11: Inserto Articular UC Fixo 2/11 mm
79645992;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42406-01: Componente Femoral UC Cimentado Direito 6
79646000;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-01: Componente Femoral UC Cimentado Esquerdo 4
79646018;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-07: Inserto Articular UC Fixo 5/7 mm
79646026;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42306-07: Inserto Articular UC Fixo 6/7 mm
79646034;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42720-33: Haste Reta Cimentada 20 x 140mm
79646042;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-20: Componente Patelar 4 x 28mm
79646050;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42714-33: Haste Reta Cimentada 14 x 140mm
79646069;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42718-31: Haste Reta Cimentada 18 x 40mm
79646077;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42403-03:Componente Tibial UC + SC Cimentado Direito 3
79646085;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-17: Inserto Articular UC Fixo 5/17 mm
79646093;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42405-03: Componente Tibial UC + SC Cimentado Direito 5
79646107;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42720-31: Haste Reta Cimentada 20 x 40mm
79646115;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-07: Inserto Articular UC Fixo 4/7 mm
79646123;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42710-31: Haste Reta Cimentada 10 x 40mm
79646131;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42712-33: Haste Reta Cimentada 12 x 140mm
79646140;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-13: Inserto Articular UC Fixo 4/13 mm
79646158;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42306-13: Inserto Articular UC Fixo 6/13 mm
79646166;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-01: Componente Femoral UC Cimentado Esquerdo 2
79646174;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42308-03: Componente Tibial UC + SC Cimentado Esquerdo 8
79646182;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-15: Inserto Articular UC Fixo 2/15 mm
79646190;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42407-03: Componente Tibial UC + SC Cimentado Direito 7
79646204;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42303-20: Componente Patelar 3 x 28mm
79646212;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42722-33: Haste Reta Cimentada 22 x 140mm
79646220;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-15: Inserto Articular UC Fixo 5/15 mm
79646239;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42720-32: Haste Reta Cimentada 20 x 80mm
79646247;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42722-32: Haste Reta Cimentada 22 x 80mm
79646255;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42304-17: Inserto Articular UC Fixo 4/17 mm
79646263;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42701-51: Parafuso de Vedação Tibial / Femoral UC + SC
79646271;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42301-03: Componente Tibial UC + SC Cimentado Esquerdo 1
79646280;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42701-52-00: Adaptador com Rosca SC+RH+TH 0° para Tibia
79646298;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42714-31: Haste Reta Cimentada 14 x 40mm
79646301;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-26: Componente Patelar 5 x 36mm
79646310;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42716-31: Haste Reta Cimentada 16 x 40mm
79646328;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42701-53: Adaptador Offset SC+RH+TH 4mm para Tibia
79646336;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42305-22: Componente Patelar 5 x 32mm
79646344;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42710-32: Haste Reta Cimentada 10 x 80mm
79646352;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42303-11: Inserto Articular UC Fixo 3/11 mm
79646360;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42303-15: Inserto Articular UC Fixo 3/15 mm
79646379;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42408-03: Componente Tibial UC + SC Cimentado Direito 8
79646387;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42712-31: Haste Reta Cimentada 12 x 40mm
79646395;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42302-07: Inserto Articular UC Fixo 2/7 mm
79646409;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42301-07: Inserto Articular UC Fixo 1/7 mm
79646417;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42301-15: Inserto Articular UC Fixo 1/15 mm
79646425;SISTEMA DE JOELHO UC/SC CIMENTADO BPK-S - 42712-32: Haste Reta Cimentada 12 x 80mm
