Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
40901840;Elastografia por onda de cisalhamento (shear wave) de estrutura superficial dirigida por ultrassonografia modo B (mama ou cervical ou axila ou músculo ou tendão ou tireóide);2021-08-01;;2021-10-31
40902013;US - Obstétrica: com amniocentese;2009-02-13;;2010-10-15
40902021;US - Obstétrica 1º trimestre com punção: biópsia ou aspirativa;2009-02-13;;2010-10-15
40902030;US - Próstata transretal com biópsia - até 8 fragmentos;2009-02-13;;2010-10-15
40902048;US - Próstata transretal com biópsia - mais de 8 fragmentos;2009-02-13;;2010-10-15
40902056;US - Intra-operatório;2009-02-13;;2010-10-15
40902064;Doppler colorido intra-operatório;2009-02-13;;2010-10-15
40902072;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) (1ª hora);2009-02-13;;2010-10-15
40902080;Ecodopplercardiograma transoperatório (transesofágico ou epicárdico) - por hora suplementar;2009-02-13;;2010-10-15
40902110;Drenagem percutânea orientada por US (acrescentar o exame de base);2009-02-13;;2010-10-15
40902129;Redução de invaginação intestinal por enema, orientada por US (acrescentar o exame de base);2009-02-13;;2010-10-15
40902137;Monitorização por Doppler transcraniano;2010-09-09;;2010-10-15
40902145;Ecodopplercardiograma intracardíaco;2012-10-10;;2014-08-31
41001010;TC - Crânio ou sela túrcica ou órbitas;2009-02-13;;2010-10-15
41001028;TC - Mastóides ou orelhas;2009-02-13;;2010-10-15
41001036;TC - Face ou seios da face;2009-02-13;;2010-10-15
41001044;TC - Articulações temporomandibulares;2009-02-13;;2010-10-15
41001052;TC - Dental (dentascan);2009-02-13;;2010-10-15
41001060;TC - Pescoço (partes moles, laringe, tireóide, faringe e glândulas salivares);2009-02-13;;2010-10-15
41001079;TC - Tórax;2009-02-13;;2010-10-15
41001087;TC - Coração - para avaliação do escore de cálcio coronariano;2009-02-13;;2010-10-15
41001095;TC - Abdome total (abdome superior, pelve e retroperitônio);2009-02-13;;2010-10-15
41001109;TC - Abdome superior;2009-02-13;;2010-10-15
41001117;TC - Pelve ou bacia;2009-02-13;;2010-10-15
41001125;TC - Coluna cervical ou dorsal ou lombo-sacra (até 3 segmentos);2009-02-13;;2010-10-15
41001133;TC - Coluna - segmento adicional;2009-02-13;;2010-10-15
41001141;TC - Articulação (esternoclavicular ou ombro ou cotovelo ou punho ou sacroilíacas ou coxofemoral ou joelho ou tornozelo) - unilateral;2009-02-13;;2010-10-15
41001150;TC - Segmento apendicular (braço ou antebraço ou mão ou coxa ou perna ou pé) - unilateral;2009-02-13;;2010-10-15
41001168;Angiotomografia (crânio ou pescoço ou tórax ou abdome superior ou pelve) - arterial ou venosa;2010-09-09;2014-08-31;2010-10-15
41001176;Angiotomografia de aorta torácica;2009-02-13;;2010-10-15
41001184;Angiotomografia de aorta abdominal;2009-02-13;;2010-10-15
41001192;TC - Escanometria digital;2009-02-13;;2010-10-15
41001206;TC - Reconstrução tridimensional de qualquer órgão ou estrutura - acrescentar ao exame de base;2009-02-13;;2010-10-15
41001214;Endoscopia virtual de qualquer órgão ou estrutura por TC - acrescentar ao exame de base;2009-02-13;;2010-10-15
41001222;TC para PET dedicado oncológico;2009-02-13;;2010-10-15
41001230;TC - Angiotomografia coronariana;2012-10-10;;2014-08-31
41001249;TC - Artérias de membro superior;2012-10-10;;2014-08-31
41001257;TC - Cisternografia por tomografia;2012-10-10;;2014-08-31
41001265;TC - Colonoscopia virtual;2012-10-10;;2014-08-31
41001273;TC - Mandíbula;2012-10-10;;2014-08-31
41001281;TC - Maxilar;2012-10-10;;2014-08-31
41001290;PET-CT cardiológico;2012-10-10;;2014-08-31
41001303;PET-CT infecção;2012-10-10;;2014-08-31
41001311;PET-CT neurológico;2012-10-10;;2014-08-31
41001320;TC - Tomossíntese digital mamária;2012-10-10;;2014-08-31
41001338;TC - Radiocirurgia esterotáxica;2012-10-10;;2014-08-31
41001346;TC - Multifase (dinâmica);2012-10-10;;2014-08-31
41001354;TC - Articular dinâmica;2012-10-10;;2014-08-31
41001362;TC - Vias urinárias (Urotomografia);2012-10-10;;2014-08-31
41001370;Angiotomografia arterial de crânio;2012-10-10;;2014-08-31
41001389;Angiotomografia venosa de crânio;2012-10-10;;2014-08-31
41001397;Angiotomografia arterial de pescoço;2012-10-10;;2014-08-31
41001400;Angiotomografia venosa de pescoço;2012-10-10;;2014-08-31
41001419;Angiotomografia arterial de tórax;2012-10-10;;2014-08-31
41001427;Angiotomografia venosa de tórax;2012-10-10;;2014-08-31
41001435;Angiotomografia arterial de abdome superior;2012-10-10;;2014-08-31
41001443;Angiotomografia venosa de abdome superior;2012-10-10;;2014-08-31
41001451;Angiotomografia arterial de pelve;2012-10-10;;2014-08-31
41001460;Angiotomografia venosa de pelve;2012-10-10;;2014-08-31
41001478;Angiotomografia arterial de membro inferior;2012-10-10;;2014-08-31
41001486;Angiotomografia venosa de membro inferior;2012-10-10;;2014-08-31
41001494;Angiotomografia arterial de membro superior;2012-10-10;;2014-08-31
41001508;Angiotomografia venosa de membro superior;2012-10-10;;2014-08-31
41001516;Angiotomografia arterial pulmonar;2012-10-10;;2014-08-31
41001524;Angiotomografia venosa pulmonar;2012-10-10;;2014-08-31
41001532;TC para planejamento oncológico;2014-05-26;;2014-08-31
41002016;Tomomielografia (até 3 segmentos) - acrescentar a TC da coluna e incluir a punção;2009-02-13;;2010-10-15
41002024;Punção aspirativa orientada por TC (acrescentar o exame de base);2010-09-09;2014-08-31;2010-10-15
41002032;Drenagem percutânea orientada por TC (acrescentar o exame de base);2009-02-13;;2010-10-15
41002040;TC - Punção para introdução de contraste (acrescentar o exame de base);2012-10-10;;2014-08-31
41002059;Artro-TC;2012-10-10;;2014-08-31
41101014;RM - Crânio (encéfalo);2009-02-13;;2010-10-15
41101022;RM - Sela túrcica (hipófise);2009-02-13;;2010-10-15
41101030;RM - Base do crânio;2009-02-13;;2010-10-15
41101049;Estudo funcional (mapeamento cortical por RM);2009-02-13;;2010-10-15
41101057;Perfusão cerebral por RM;2009-02-13;;2010-10-15
41101065;Espectroscopia por RM;2009-02-13;;2010-10-15
41101073;RM - Órbita bilateral;2009-02-13;;2010-10-15
41101081;RM - Ossos temporais bilateral;2009-02-13;;2010-10-15
41101090;RM - Face (inclui seios da face);2009-02-13;;2010-10-15
41101103;RM - Articulação temporomandibular (bilateral);2009-02-13;;2010-10-15
41101111;RM - Pescoço (nasofaringe, orofaringe, laringe, traquéia, tireóide, paratireóide);2009-02-13;;2010-10-15
41101120;RM - Tórax (mediastino, pulmão, parede torácica);2009-02-13;;2010-10-15
41101138;RM - Coração - morfológico e funcional;2009-02-13;;2010-10-15
41101146;RM - Coração - morfológico e funcional + perfusão + estresse;2009-02-13;;2010-10-15
41101154;RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica;2009-02-13;;2010-10-15
41101162;Mama (unilateral);2010-09-09;2014-08-31;2010-10-15
41101170;RM - Abdome superior (fígado, pâncreas, baço, rins, supra-renais, retroperitônio);2009-02-13;;2010-10-15
41101189;RM - Pelve (não inclui articulações coxofemorais);2009-02-13;;2010-10-15
41101197;RM - Fetal;2009-02-13;;2010-10-15
41101200;RM - Pênis;2009-02-13;;2010-10-15
41101219;RM - Bolsa escrotal;2009-02-13;;2010-10-15
41101227;RM - Coluna cervical ou dorsal ou lombar;2009-02-13;;2010-10-15
41101235;RM - Fluxo liquórico (como complementar);2009-02-13;;2010-10-15
41101243;RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar);2009-02-13;;2010-10-15
41101251;RM - Membro superior unilateral (não inclui mão e articulações);2009-02-13;;2010-10-15
41101260;RM - Mão (não inclui punho);2009-02-13;;2010-10-15
41101278;RM - Bacia (articulações sacroilíacas);2009-02-13;;2010-10-15
41101286;RM - Coxa (unilateral);2009-02-13;;2010-10-15
41101294;RM - Perna (unilateral);2009-02-13;;2010-10-15
41101308;RM - Pé (antepé) - não inclui tornozelo;2009-02-13;;2010-10-15
41101316;RM - Articular (por articulação);2009-02-13;;2010-10-15
41101324;Angio-RM (crânio ou pescoço ou tórax ou abdome superior ou pelve) - arterial ou venosa;2010-09-09;2014-08-31;2010-10-15
41101332;Angio-RM de aorta torácica;2009-02-13;;2010-10-15
41101340;Angio-RM de aorta abdominal;2009-02-13;;2010-10-15
41101359;Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM);2009-02-13;;2010-10-15
41101367;RM - Endocavitária (endorretal ou endovaginal);2009-02-13;2013-11-30;2010-10-15
41101375;Endoscopia virtual por RM - acrescentar ao exame de base;2009-02-13;;2010-10-15
41101383;RM - Reconstrução tridimensional - acrescentar ao exame de base;2009-02-13;;2010-10-15
41101391;RM artérias membros inferiores;2010-09-09;2014-08-31;2010-10-15
41101430;RM - Avaliação de ferro (coração ou fígado);2012-10-10;;2014-08-31
41101448;RM - Tractografia;2012-10-10;;2014-08-31
41101456;RM - Difusão por RM;2012-10-10;;2014-08-31
41101464;RM - Multiparamétrica transretal da próstata;2012-10-10;;2014-08-31
41101472;RM - Planejamento;2012-10-10;;2014-08-31
41101480;RM - Mama (bilateral);2012-10-10;;2014-08-31
41101499;Angio-RM arterial pulmonar;2012-10-10;;2014-08-31
41101502;Angio-RM venosa pulmonar;2012-10-10;;2014-08-31
41101510;Angio-RM arterial de abdome superior;2012-10-10;;2014-08-31
41101529;Angio-RM venosa de abdome superior;2012-10-10;;2014-08-31
41101537;Angio-RM arterial de crânio;2012-10-10;;2014-08-31
41101545;Angio-RM venosa de crânio;2012-10-10;;2014-08-31
41101553;Angio-RM arterial de membro inferior (unilateral);2012-10-10;;2014-08-31
41101561;Angio-RM venosa de membro inferior (unilateral);2012-10-10;;2014-08-31
41101570;Angio-RM arterial de membro superior (unilateral);2012-10-10;;2014-08-31
41101588;Angio-RM venosa de membro superior (unilateral);2012-10-10;;2014-08-31
41101596;Angio-RM arterial de pelve;2012-10-10;;2014-08-31
41101600;Angio-RM venosa de pelve;2012-10-10;;2014-08-31
41101618;Angio-RM arterial de pescoço;2012-10-10;;2014-08-31
41101626;Angio-RM venosa de pescoço;2012-10-10;;2014-08-31
41101634;RM - Endorretal;2012-10-10;;2014-08-31
41101642;RM - Endovaginal;2012-10-10;;2014-08-31
41101650;RM - Neuronavegador;2012-10-10;;2014-08-31
41101669;RM para planejamento oncológico;2014-05-26;;2014-08-31
41102010;Artro-RM (incluir a punção articular) - por articulação;2009-02-13;;2010-10-15
41203011;Betaterapia (placa de estrôncio) - por campo;2009-02-13;;2010-10-15
41203020;Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento;2009-02-13;;2010-10-15
41203038;Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento;2009-02-13;;2010-10-15
41203046;Radiocirurgia (RTC) - nível 3, três lesões e/ou de mais de quatro isocentros - por tratamento;2009-02-13;;2010-10-15
41203054;Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento;2009-02-13;;2010-10-15
41203062;Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento;2009-02-13;;2010-10-15
41203070;Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo;2009-02-13;;2010-10-15
41203089;Radioterapia Convencional de Megavoltagem com Acelerador Linear só com Fótons - por campo;2009-02-13;;2010-10-15
41203097;Radioterapia Convencional de Megavoltagem com Unidade de Telecobalto - por campo;2009-02-13;;2010-10-15
41203100;Radioterapia de Corpo Inteiro - por tratamento;2009-02-13;;2010-10-15
41203119;Radioterapia de Meio Corpo (HBI) - por dia de tratamento;2009-02-13;;2010-10-15
41203127;Radioterapia de Pele Total (TSI) - por tratamento;2009-02-13;;2010-10-15
41203135;Radioterapia Estereotática - 1º dia de tratamento;2009-02-13;;2010-10-15
41203143;Radioterapia Estereotática - por dia subsequente;2009-02-13;;2010-10-15
41203151;Radioterapia Externa de Ortovoltagem (Roentgenterapia) - por campo;2009-02-13;;2010-10-15
41203160;Radioterapia Intra-operatória (IORT) - por tratamento;2009-02-13;;2010-10-15
41203178;Radioterapia Rotatória com acelerador linear com fótons e elétrons - por volume tratado e por dia;2009-02-13;;2010-10-15
41203186;Radioterapia Rotatória com acelerador linear só com fótons - por volume tratado e por dia;2009-02-13;;2010-10-15
41203194;Radioterapia Rotatória com unidade de cobalto - por volume tratado e por dia;2009-02-13;;2010-10-15
41203208;Sangues e derivados (por unidade);2012-10-10;;2014-08-31
41203216;Radioterapia intra-operatória por elétrons (IOeRT) - por tratamento;2021-04-01;;2021-06-30
41204018;Colimação individual - 1 por incidência planejada;2009-02-13;;2010-10-15
41204026;Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte;2009-02-13;;2010-10-15
41204034;Planejamento de tratamento computadorizado - 1 por volume tratado;2009-02-13;;2010-10-15
41204042;Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado;2009-02-13;;2010-10-15
41204050;Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado;2009-02-13;;2010-10-15
41204069;Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado;2009-02-13;;2010-10-15
41204077;Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado;2009-02-13;;2010-10-15
41204085;Simulação de tratamento simples (sem tomografia computadorizada) - 1 por volume tratado;2009-02-13;;2010-10-15
41204093;Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento;2009-02-13;;2010-10-15
41204107;Sistemas de imobilização - tórax, abdome ou pélvis - 1 por tratamento;2009-02-13;;2010-10-15
41205014;Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção;2009-02-13;;2010-10-15
41205022;Braquiterapia endoluminal de baixa taxa de dose (BBTD) - por inserção;2009-02-13;;2010-10-15
41205030;Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção;2009-02-13;;2010-10-15
41205049;Braquiterapia intersticial de baixa taxa de dose (BBTD) - com Césio - por inserção;2009-02-13;;2010-10-15
41205057;Braquiterapia intersticial de baixa taxa de dose (BBTD) permanente de próstata - por tratamento;2009-02-13;;2010-10-15
41205065;Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;2009-02-13;;2010-10-15
41205073;Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção;2009-02-13;;2010-10-15
41205081;Braquiterapia intracavitária de baixa taxa de dose (BBTD) com Césio - por inserção;2009-02-13;;2010-10-15
41205090;Braquiterapia oftálmica de baixa taxa de dose (BBTD) - por inserção;2009-02-13;;2010-10-15
41205103;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com Césio - por inserção;2009-02-13;;2010-10-15
41205111;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;2009-02-13;;2010-10-15
41205120;Braquiterapia por moldagem ou contato, de alta taxa de dose (BATD) - por inserção;2009-02-13;;2010-10-15
41206010;Filme de verificação (cheque-filme) de braquiterapia - 2 por inserção - filme à parte;2009-02-13;;2010-10-15
41206029;Colocação ou retirada da placa oftálmica - 1 colocação e 1 retirada por tratamento;2009-02-13;;2010-10-15
41206037;Colocação ou retirada dos cateteres - 1 colocação e 1 retirada por inserção;2009-02-13;;2010-10-15
41206045;Planejamento computadorizado de braquiterapia - 1 por inserção;2009-02-13;;2010-10-15
41206053;Planejamento computadorizado tridimensional de braquiterapia - 1 por inserção;2009-02-13;;2010-10-15
41206061;Planejamento não-computadorizado de braquiterapia - 1 por inserção;2009-02-13;;2010-10-15
41206070;Simulação de braquiterapia - 1 por inserção;2009-02-13;;2010-10-15
41301013;Angiofluoresceinografia - monocular;2009-02-13;;2010-10-15
41301021;Angiografia com indocianina verde - monocular;2009-02-13;;2010-10-15
41301030;Avaliação órbito-palpebral-exoftalmometria - binocular;2009-02-13;;2010-10-15
41301048;Bioimpedanciometria (ambulatorial) exame;2009-02-13;;2010-10-15
41301056;Biópsia do vilo corial;2009-02-13;;2010-10-15
41301064;Calorimetria indireta (ambulatorial) exame;2009-02-13;;2010-10-15
41301072;Campimetria manual - monocular;2009-02-13;;2010-10-15
41301080;Ceratoscopia computadorizada - monocular;2009-02-13;;2010-10-15
41301099;Coleta de material cérvico-vaginal;2009-02-13;;2010-10-15
41301102;Colposcopia (cérvice uterina e vagina);2009-02-13;;2010-10-15
41301110;Cordocentese;2009-02-13;;2010-10-15
41301129;Curva tensional diária - binocular;2009-02-13;;2010-10-15
41301137;Dermatoscopia (por lesão);2009-02-13;;2010-10-15
41301145;Ereção fármaco-induzida;2009-02-13;;2010-10-15
41301153;Estéreo-foto de papila - monocular;2009-02-13;;2010-10-15
41301161;Estesiometria (por membro);2009-02-13;;2010-10-15
41301170;Avaliação de vias lacrimais (Teste de Schirmer) - monocular;2009-02-13;;2010-10-15
41301188;Exame a fresco do conteúdo vaginal e cervical;2009-02-13;;2010-10-15
41301200;Exame de motilidade ocular (teste ortóptico) - binocular;2009-02-13;;2010-10-15
41301218;Exame micológico - cultura e identificação de colônia;2009-02-13;;2010-10-15
41301226;Exame micológico direto (por local);2009-02-13;;2010-10-15
41301234;Fotodermatoscopia (por lesão);2009-02-13;;2010-10-15
41301242;Gonioscopia - binocular;2009-02-13;;2010-10-15
41301250;Mapeamento de retina (oftalmoscopia indireta) - monocular;2009-02-13;;2010-10-15
41301269;Microscopia especular de córnea - monocular;2009-02-13;;2010-10-15
41301277;Oftalmodinamometria - monocular;2009-02-13;;2010-10-15
41301285;Peniscopia (inclui bolsa escrotal);2009-02-13;;2010-10-15
41301307;Potencial de acuidade visual - monocular;2009-02-13;;2010-10-15
41301315;Retinografia (só honorário) monocular;2009-02-13;;2010-10-15
41301323;Tonometria - binocular;2009-02-13;;2010-10-15
41301331;Tricograma;2009-02-13;;2010-10-15
41301340;Urodinâmica completa;2009-02-13;;2010-10-15
41301358;Urofluxometria;2009-02-13;;2010-10-15
41301366;Visão subnormal - monocular;2009-02-13;;2010-10-15
41301374;Vulvoscopia (vulva e períneo);2009-02-13;;2010-10-15
41301382;Capilaroscopia periungueal;2009-02-13;;2010-10-15
41301390;Coleta de raspado dérmico em lesões e sítios específicos para baciloscopia (por sítio);2009-02-13;;2010-10-15
41301404;Avaliação da função muscular por movimento manual (por membro);2009-02-13;;2010-10-15
41301412;Calorimetria direta;2009-02-13;;2010-10-15
41301420;Biomicroscopia de fundo;2009-02-13;;2010-10-15
41301439;Fundoscopia sob medríases - binocular;2009-02-13;;2010-10-15
41301447;Glare (BAT) - binocular;2009-02-13;;2010-10-15
41301455;Olfatometria;2009-02-13;;2010-10-15
41301463;Triagem auditiva neonatal/infantil;2009-02-13;;2010-10-15
41301471;Teste do reflexo vermelho em recém nato (teste do olhinho);2010-09-09;;2010-10-15
41301480;Ceratoscopia computadorizada da córnea por orbscan, olho;2012-10-10;;2014-08-31
41301498;Exame neuro oftalmlógico;2012-10-10;;2014-08-31
41301510;Topografia do disco óptico - HRT - binocular;2012-10-10;;2014-08-31
41301528;Cauterização de alta frequência em sistema genital e reprodutor feminino;2012-10-10;;2014-08-31
41301536;Colposcopia anal;2012-10-10;;2014-08-31
41301544;Colposcopia por vídeo;2012-10-10;;2014-08-31
41301549;Campimetria blue-yellow (perimetria azul amarelo);2012-10-10;2016-03-31;2014-08-31
41301552;Vulvoscopia por vídeo;2012-10-10;;2014-08-31
41301560;Campimetria blue-yellow (perimetria azul amarelo);2021-08-01;;2021-10-31
41301579;Tonometria - binocular - indicação específica;2021-08-01;;2021-10-31
41301587;Gonioscopia - binocular - indicação específica;2021-08-01;;2021-10-31
41301595;Mapeamento de retina - monocular - indicação específica;2021-08-01;;2021-10-31
41401018;Avaliação da função muscular (por movimento) com equipamento informatizado (isocinético);2009-02-13;;2010-10-15
41401026;Avaliação da função muscular (por movimento) com equipamento mecânico (dinamometria/módulos de cargas);2009-02-13;;2010-10-15
41401042;Prova de auto-rotação cefálica;2009-02-13;;2010-10-15
41401050;Prova de Lombard;2009-02-13;;2010-10-15
41401069;Provas imuno-alérgicas para bactérias (por antígeno);2009-02-13;;2010-10-15
41401077;Provas imuno-alérgicas para fungos (por antígeno);2009-02-13;;2010-10-15
41401085;Teste da histamina (duas áreas testadas);2009-02-13;;2010-10-15
41401093;Teste de adaptação patológica (tone decay test);2009-02-13;;2010-10-15
41401107;Teste de broncoprovocação;2009-02-13;;2010-10-15
41401115;Teste de caminhada de 6 minutos;2009-02-13;;2010-10-15
41401123;Teste de desempenho anaeróbico em laboratório (T. de Wingate);2009-02-13;;2010-10-15
41401131;Teste de equilíbrio peritoneal (PET);2009-02-13;;2010-10-15
41401140;Teste de exercício dos 4 segundos;2009-02-13;;2010-10-15
41401158;Teste de exercício em ergômetro   com  determinação  do lactato sanguíneo;2009-02-13;;2010-10-15
41401166;Teste de exercício em ergômetro com   realização  de gasometria arterial;2009-02-13;;2010-10-15
41401174;Teste de exercício em ergômetro com  monitorização  da frequência cardíaca;2009-02-13;;2010-10-15
41401182;Teste de exercício em ergômetro com  monitorização  do eletrocardiograma;2009-02-13;;2010-10-15
41401190;Teste de exercício em ergômetro com medida de gases expirados (teste cardiopulmonar de exercício) com qualquer ergômetro;2009-02-13;;2010-10-15
41401204;Teste de exercício em ergômetro com medida de gases expirados e eletrocardiograma;2009-02-13;;2010-10-15
41401212;Teste de glicerol (com audiometria tonal limiar pré e pós);2009-02-13;;2010-10-15
41401220;Teste de glicerol (com eletrococleografia pré e pós);2009-02-13;;2010-10-15
41401239;Teste de Hilger para paralisia facial;2009-02-13;;2010-10-15
41401247;Teste de Huhner;2009-02-13;;2010-10-15
41401255;Teste de Mitsuda;2009-02-13;;2010-10-15
41401263;Teste de prótese auditiva;2009-02-13;;2010-10-15
41401271;Teste de sensibilidade de contraste ou de cores - monocular;2009-02-13;;2010-10-15
41401280;Teste de SISI;2009-02-13;;2010-10-15
41401298;Teste para broncoespasmo de exercício;2009-02-13;;2010-10-15
41401301;Teste provocativo para glaucoma - binocular;2009-02-13;;2010-10-15
41401310;Testes aeróbicos em campo com determinação do lactato sanguíneo;2009-02-13;;2010-10-15
41401328;Testes aeróbicos em campo com medida de gases expirados;2009-02-13;;2010-10-15
41401336;Testes aeróbicos em campo com telemetria da frequência cardíaca;2009-02-13;;2010-10-15
41401344;Testes anaeróbicos em campo com determinação do lactato sanguíneo;2009-02-13;;2010-10-15
41401352;Testes anaeróbicos em campo sem determinação do lactato sanguíneo;2009-02-13;;2010-10-15
41401360;Testes cutâneo-alérgicos para alérgenos da poeira;2009-02-13;;2010-10-15
41401379;Testes cutâneo-alérgicos para alimentos;2009-02-13;;2010-10-15
41401387;Testes cutâneo-alérgicos para fungos;2009-02-13;;2010-10-15
41401395;Testes cutâneo-alérgicos para insetos hematófagos;2009-02-13;;2010-10-15
41401409;Testes cutâneo-alérgicos para pólens;2009-02-13;;2010-10-15
41401417;Testes de aptidão em laboratório (agilidade, equilíbrio, tempo de reação e coordenação);2009-02-13;;2010-10-15
41401425;Testes de contato - até 30 substâncias;2009-02-13;;2010-10-15
41401433;Testes de contato - por substância, acima de 30;2009-02-13;;2010-10-15
41401441;Testes de contato por fotossensibilização - até 30 substâncias;2009-02-13;;2010-10-15
41401450;Testes de contato por fotossensibilização - por substância, acima de 30;2009-02-13;;2010-10-15
41401468;Testes do desenvolvimento (escala de Denver e outras);2009-02-13;;2010-10-15
41401476;Testes vestibulares, com prova calórica, com eletronistagmografia;2009-02-13;;2010-10-15
41401484;Testes vestibulares, com prova calórica, sem eletronistagmografia;2009-02-13;;2010-10-15
41401492;Testes vestibulares, com vecto-eletronistagmografia;2009-02-13;;2010-10-15
41401514;Oximetria não invasiva;2009-02-13;;2010-10-15
41401522;Teste cutâneo-alérgicos para látex;2009-02-13;;2010-10-15
41401530;Teste cutâneo-alérgicos Epitelis de Animais;2009-02-13;;2010-10-15
41401549;Teste de monitorização contínua da glicose (TMCG);2009-02-13;;2010-10-15
41401557;Repertorização;2009-02-13;;2010-10-15
41401565;Teste de avaliação geriátrica global;2009-02-13;2016-03-31;2010-10-15
41401573;Estudo cito-alergológico (ECA);2009-02-13;;2010-10-15
41401581;Teste de Heald;2009-02-13;;2010-10-15
41401590;Teste de imagens;2009-02-13;;2010-10-15
41401603;Teste de Teller - binocular;2009-02-13;;2010-10-15
41401611;Teste de Wepmann;2009-02-13;;2010-10-15
41401620;Teste sensibilidade ao sal;2009-02-13;;2010-10-15
41401638;Teste suplementar de sensibilidade;2009-02-13;;2010-10-15
41401646;Testes cutâneos de contato (patch tests);2009-02-13;;2010-10-15
41401654;Teste de fluxo salivar;2010-09-09;;2010-10-15
41401662;"Teste de estimulação muscúlo-esquelética ""in vitro"" (mínimo seis)";2010-09-09;;2010-10-15
41401670;Teste de fibronectina fetal - indicador bioquímico para parto prematuro;2012-10-10;;2014-08-31
41401689;Metabolismo de repouso;2012-10-10;;2014-08-31
41401697;Estudo da halitose;2012-10-10;;2014-08-31
41401700;Teste de Wada;2012-10-10;;2014-08-31
41401719;Teste rápido para detecção da PAMG-1 para diagnóstico de ruptura de membranas fetais;2014-05-26;;2014-08-31
41401743;Teste de integridade do implante coclear unilateral;2021-08-01;;2021-10-31
41401751;Teste de contato bateria cosméticos;2018-01-01;;2018-03-31
41401760;Teste de contato bateria regional;2018-01-01;;2018-03-31
41401778;Teste de contato bateria capilar;2018-01-01;;2018-03-31
41401786;Teste de contato bateria unhas;2018-01-01;;2018-03-31
41401794;Teste de contato bateria medicamentos/corticoides;2018-01-01;;2018-03-31
41401808;Teste de contato bateria agentes ocupacionais;2018-01-01;;2018-03-31
41501012;Biometria ultrassônica - monocular;2009-02-13;;2010-10-15
41501020;Cavernosometria;2009-02-13;;2010-10-15
41501047;Dopplermetria dos cordões espermáticos;2009-02-13;;2010-10-15
41501063;Investigação ultrassônica com registro gráfico (qualquer área);2009-02-13;;2010-10-15
41501071;Investigação ultrassônica com teste de stress e com registro gráfico;2009-02-13;;2010-10-15
41501080;Investigação ultrassônica com teste de stress e sem registro gráfico;2009-02-13;;2010-10-15
41501098;Investigação ultrassônica com teste de stress em esteira e com registro gráfico;2009-02-13;;2010-10-15
41501101;Investigação ultrassônica sem registro gráfico (qualquer área);2009-02-13;;2010-10-15
41501110;Medida de índice de artelhos com registro gráfico;2009-02-13;;2010-10-15
41501128;Paquimetria ultrassônica - monocular;2009-02-13;;2010-10-15
41501136;Termometria cutânea (por lateralidade: pescoço, membros, bolsa escrotal, por território peniano);2009-02-13;;2010-10-15
41501144;Tomografia de coerência óptica - monocular;2009-02-13;;2010-10-15
41501179;Fotopletismografia (venosa ou arterial) por lateralidade ou segmento;2009-02-13;;2010-10-15
41501187;Medida de pressão segmentar (nos quatro segmentos);2009-02-13;;2010-10-15
41501195;Pletismografia (qualquer tipo) por lateralidade ou território;2009-02-13;;2010-10-15
41501209;Medida de pressão hepática;2009-02-13;;2010-10-15
41501217;Injeção intracavernosa;2009-02-13;;2010-10-15
41501225;Oximetria arterial, perfil;2009-02-13;;2010-10-15
41501233;Oximetria venosa, perfil;2009-02-13;;2010-10-15
41501241;Perfil de pressão uretral;2009-02-13;;2010-10-15
41501250;Pressão intra abdominal urológica;2009-02-13;;2010-10-15
41501268;Pressão arterial peniana;2010-09-09;;2010-10-15
41501276;Biometria óptica ;2021-08-01;;2021-10-31
41501284;Tomografia por impedância elétrica do tórax;2021-08-01;;2021-10-31
41501292;Titulação da PEEP decremental orientada por tomografia por impedância elétrica;2021-08-01;;2021-10-31
41501306;Perfusão pulmonar por tomografia por impedância elétrica;2021-08-01;;2021-10-31
41501314;Angiografia de grande angular (AGA);2021-08-01;;2021-10-31
41501322;Angiotomografia ocular (ATO);2021-08-01;;2021-10-31
