Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90327535;PROGRAF;5MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.;2016-01-01;;2016-03-31;1771700070043
90423674;TACROFORT;5MG CAP DURA CT BL AL X 50;CAMBER FARMACEUTICA LTDA;2019-03-01;;2019-05-31;1650700010011
90423682;TACROFORT;1 MG CAP DURA CT BL AL X 50;CAMBER FARMACEUTICA LTDA;2019-03-01;;2019-05-31;1650700010022
90369653;VYNDAQEL;20 MG CAP MOLE CT BL AL PLAS TRANS X 30;LABORATÓRIOS PFIZER LTDA;2017-04-10;;2017-07-09;1021602420014
90077199;FUNED - TALIDOMIDA;100 MG COM CT ENV AL POLIET X 30;FUNDAÇÃO EZEQUIEL DIAS - FUNED;2012-10-10;;2014-08-31;1120900310029
90311841;TEMOZOLOMIDA;100 MG PO LIOF P/ SOL INJ CT 1 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2016-01-01;;2016-03-31;1064602030015
90311850;TEMOZOLOMIDA;100 MG PO LIOF P/ SOL INJ CT 5 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2016-01-01;;2016-03-31;1064602030023
90311868;TEMOLIDA;100 MG PO LIOF INJ CT 1 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2016-01-01;;2016-03-31;1064602020011
90311876;TEMOLIDA;100 MG PO LIOF INJ CT 5 FA VD INC X 42 ML;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;2016-01-01;;2016-03-31;1064602020028
90254899;TEMODAL;5 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940017
90254902;TEMODAL;20 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940033
90254910;TEMODAL;100 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940051
90254937;TEMODAL;140 MG CAP CT FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940092
90254945;TEMODAL;180 MG CAP CT FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940114
90254929;TEMODAL;250 MG CAP EST FR VD AMB X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940076
90254953;TEMODAL;100 MG PÓ LIOF INJ CT FA VD INC X 40 ML;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2013-12-01;;2014-08-31;1017101940130
90321022;TEMODAL;5 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940157
90321030;TEMODAL;20 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940173
90321049;TEMODAL;100 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940191
90321057;TEMODAL;140 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940238
90321065;TEMODAL;180 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940254
90321073;TEMODAL;250 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017101940211
90321200;TEMOZOLOMIDA;5 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010153
90321219;TEMOZOLOMIDA;20 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010171
90321227;TEMOZOLOMIDA;100 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010196
90321235;TEMOZOLOMIDA;140 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010234
90321243;TEMOZOLOMIDA;180 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010250
90321251;TEMOZOLOMIDA;250 MG CAP CT SACH X 5;SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1017102010218
90385578;TELMA;20 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;2019-03-01;;2018-03-31;1235202480012
90385586;TELMA;100 MG CAP GEL DURA CT FR VD AMB X 5 ;RANBAXY FARMACÊUTICA LTDA;2019-03-01;;2018-03-31;1235202480055
90385594;TELMA;140 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;2019-03-01;;2018-03-31;1235202480098
90385608;TELMA;250 MG CAP GEL DURA CT FR VD AMB X 5;RANBAXY FARMACÊUTICA LTDA;2019-03-01;;2018-03-31;1235202480136
90323190;TEMOZOLOMIDA;20 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200390058
90323203;TEMOZOLOMIDA;100 MG CAP GEL DURA CT FR VD AMB X 5 ;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200390090
90323211;TEMOZOLOMIDA;140 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200390147
90323220;TEMOZOLOMIDA;250 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200390181
90323319;TEMOZOD;20 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200430017
90323327;TEMOZOD;100 MG CAP GEL DURA CT FR VD AMB X 5 ;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200430051
90323335;TEMOZOD;140 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200430092
90323343;TEMOZOD;250 MG CAP GEL DURA CT FR VD AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2016-01-01;;2016-03-31;1468200430130
90413644;TEMOZOLOMIDA;5 MG CAP GEL DURA CT FR VC AMB X 5;SUN FARMACÊUTICA DO BRASIL LTDA;2019-03-01;;2019-05-31;1468200390228
90369670;ZABRUX;20 MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2017-04-10;;2017-07-09;1221400970016
90369661;ZABRUX;100MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2017-04-10;;2017-07-09;1221400970024
90369688;ZABRUX;250MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2017-04-10;;2017-07-09;1221400970032
90414438;TEMOZOLOMIDA;20 MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2019-03-01;;2019-05-31;1221400940011
90414446;TEMOZOLOMIDA;100MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2019-03-01;;2019-05-31;1221400940028
90414454;TEMOZOLOMIDA;250MG CAP DURA CT FR VD AMB X 5;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2019-03-01;;2019-05-31;1221400940036
90035879;VUMON;10 MG/ML SOL INJ CT 10 AMP VD INC X 5 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1018001370048
90214277;TORISEL;25 MG/ML SOL INJ CT FA VD INC X 1,2 ML + FA VD INC DIL X 1,8 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1211002760014
90422503;TORISEL;25 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 1,2 ML + DIL FA VD TRANS X 1,8 ML;LABORATÓRIOS PFIZER LTDA;2019-03-01;;2019-05-31;1021602530014
90395700;AUBAGIO;14 MG COM REV CT BL AL/AL X 30;SANOFI-AVENTIS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1130011960012
90314409;AUBAGIO;14 MG COM REV CT BL AL/AL X 30 ;GENZYME DO BRASIL LTDA;2016-01-01;;2016-03-31;1254300260021
90422309;TERIFLUNOMIDA;14 MG COM REV CT BL AL/AL X 30;SANOFI MEDLEY FARMACÊUTICA LTDA.;2019-10-01;;2019-05-31;1832602910018
90388542;MEVATYL;27 MG/ML + 25 MG/ML SOL SPR CT 3 FR VD AMB X 10 ML;BEAUFOUR IPSEN FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1697700030014
90287576;LANVIS;40 MG COM CT FR VD AMB X 25;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1376401340011
90184076;ACTEMRA;20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006550013
90184050;ACTEMRA;20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006550031
90321804;ACTEMRA SC;162 MG SOL INJ SC CT 1 SER PREENC VD TRANS X 0,9 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006550072
90321812;ACTEMRA SC;162 MG SOL INJ SC CT 4 SER PREENC VD TRANS X 0,9 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006550080
90246659;NEXAVAR;200 MG COM REV CT BL AL / AL X 60;BAYER S.A.;2012-10-10;;2014-08-31;1705600290061
90406869;ZEDORA;150 MG PO LIOF SOL INJ IV CT 2 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1003301990026
90406877;ZEDORA;150 MG PO LIOF SOL INJ IV CT FA VD TRANS;LIBBS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1003301990018
90406885;ZEDORA;150 MG PO LIOF SOL INJ IV CT 3 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1003301990034
90406893;ZEDORA;150 MG PO LIOF SOL INJ IV CT 4 FA VD TRANS;LIBBS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1003301990050
90406907;ZEDORA;440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML;LIBBS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1003301990042
90184440;HERCEPTIN;440 MG PO LIOF CT FA VD INC + DIL FA VD INC X 20 ML ;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2012-10-10;;2014-08-31;1010005520013
90253736;HERCEPTIN;150 MG PO LIOF SOL INJ CT FA VD INC;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2013-12-01;;2014-08-31;1010005520048
90294440;PERJETA HER;420 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML + 440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2014-05-01;;2014-08-31;1010006580011
90355199;HERCEPTIN SC;600 MG SOL INJ SC CT FA VD TRANS X 5 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2017-04-10;;2017-07-09;1010005520056
90321758;KADCYLA;160 MG PO LIOF SOL INJ IV CT FA VD TRANS;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006590023
90321766;KADCYLA;100 MG PO LIOF SOL INJ IV CT FA VD TRANS ;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2016-01-01;;2016-03-31;1010006590015
90400216;VESANOID;10 MG CAP GEL CT FR VD AMB X 100;FARMOQUÍMICA S/A;2019-03-01;;2019-05-31;1039001980018
90203780;VITACID;0,25 MG/G GEL CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;2016-06-01;;2016-08-31;1019102670028
90203798;VITACID;0,5MG/G CREME DERM CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;2012-10-10;;2014-08-31;1019102670036
90203810;VITACID XT;1,00 MG/G CREME DERM CT BG AL X 25 G;THERASKIN FARMACEUTICA LTDA.;2012-10-10;;2014-08-31;1019102670060
90134923;VITANOL-A;0,25 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;2012-10-10;;2014-08-31;1067500150105
90134931;VITANOL-A;0,5 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;2012-10-10;;2014-08-31;1067500150113
90134940;VITANOL-A;1 MG/G CREM DERM CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;2012-10-10;;2014-08-31;1067500150121
90134958;VITANOL-A;0,1 MG/G GEL CT BG AL X 30 G;LABORATÓRIOS STIEFEL LTDA;2012-10-10;;2014-08-31;1067500150148
90185366;VESANOID;10 MG CAP GEL CT FR VD AMB X 100;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2012-10-10;;2014-08-31;1010005350029
90419847;TRETINOÍNA;0,25 MG/G CREM DERM CT BG AL X 30 G;EMS S/A;2019-03-01;;2019-05-31;1023512750011
90419855;TRETINOÍNA;0,5 MG/G CREM DERM CT BG AL X 30 G;EMS S/A;2019-03-01;;2019-05-31;1023512750021
90419863;TRETINOÍNA;1 MG/G CREM DERM CT BG AL X 30 G;EMS S/A;2019-03-01;;2019-05-31;1023512750038
90114558;ETNA;1,0 MG + 2,5 MG + 1,5 MG CAP GEL DURA CT BL AL PLAS INC X 20;LABORATÓRIO GROSS S. A.;2012-10-10;;2014-08-31;1044400500036
90215508;TRISENOX;1 MG/ML SOL INJ IV CT 10 AMP VD INC X 10 ML;ZODIAC PRODUTOS FARMACÊUTICOS S/A;2012-10-10;;2014-08-31;1221400780012
90114566;ETNA;1,0MG + 2,5MG + 1,5MG PO LIOF SOL INJ CT 3 FA VD AMB + 3 AMP DIL VD TRANS X 2 ML;LABORATÓRIO GROSS S. A.;2012-10-10;;2014-08-31;1044400500024
90228618;ETNA;1,0 MG + 2,5 MG + 1,5 MG CAP DURA CT BL AL PLAS TRANS X 50;LABORATÓRIO GROSS S. A.;2012-10-10;;2014-08-31;1044400500059
90106997;STELARA;45 MG SOL INJ CT 1 FA VD INC X 0,5 ML ;JANSSEN-CILAG FARMACÊUTICA LTDA;2012-10-10;;2014-08-31;1123633940012
90311264;STELARA;45 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANÇA X 0,5 ML ;JANSSEN-CILAG FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1123633940039
90311272;STELARA;90 MG SOL INJ CT 1 SER PREENC VD TRANS DISP SEGURANÇA X 1 ML ;JANSSEN-CILAG FARMACÊUTICA LTDA;2016-01-01;;2016-03-31;1123633940047
90380827;STELARA;130 MG SOL INJ INFUS IV CT X 1 FA VD TRANS X 26 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;2018-01-01;;2018-03-31;1123633940055
90270762;CAPRELSA;300 MG COM REV CT BL AL PLAS TRANS X 30;ASTRAZENECA DO BRASIL LTDA;2013-12-01;;2014-08-31;1161802460023
90270754;CAPRELSA;100 MG COM REV CT BL AL PLAS TRANS X 30;ASTRAZENECA DO BRASIL LTDA;2013-12-01;;2014-08-31;1161802460015
90395689;CAPRELSA;100 MG COM REV CT BL AL PLAS TRANS X 30;SANOFI-AVENTIS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1130011950017
90395697;CAPRELSA;300 MG COM REV CT BL AL PLAS TRANS X 30;SANOFI-AVENTIS FARMACÊUTICA LTDA;2019-03-01;;2019-05-31;1130011950025
90407148;CAPRELSA;100 MG COM REV CT BL AL PLAS TRANS X 30;GENZYME DO BRASIL LTDA;2019-03-01;;2019-05-31;1254300280014
90407156;CAPRELSA;300 MG COM REV CT BL AL PLAS TRANS X 30;GENZYME DO BRASIL LTDA;2019-03-01;;2019-05-31;1254300280022
90298080;ENTYVIO;300 MG PO LIOF INJ CT 1 FA VD TRANS;TAKEDA PHARMA LTDA.;2016-01-01;;2016-03-31;1063902710013
90253744;ZELBORAF;240 MG COM REV CT BL AL AL X 56;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2013-12-01;;2014-08-31;1010006560019
90421590;VENCLEXTA;100 MG COM REV CT FR PLAS OPC X 120;ABBVIE FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1986000140023
90421604;VENCLEXTA;100 MG COM REV CX BL AL PLAS TRANS X 14 + 100 MG COM REV CX BL AL PLAS TRANS X 7 + 10 MG COM REV CX BL AL PLAS TRANS X 14 + 50 MG COM REV CX BL AL PLAS TRANS X 7;ABBVIE FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1986000140031
90421612;VENCLEXTA;10 MG COM REV CT BL AL PLAS TRANS X 14;ABBVIE FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1986000140015
90421620;VENCLEXTA;50 MG COM REV CT BL AL PLAS TRANS X 7;ABBVIE FARMACÊUTICA LTDA.;2019-03-01;;2019-05-31;1986000140041
90173309;VISUDYNE;15 MG PÓ LIOF CT FA VD INC X 826 MG;NOVARTIS BIOCIENCIAS S.A;2012-10-10;;2014-08-31;1006808900017
90221052;JAVLOR;25 MG/ML SOL DIL INFUS CT FA VD INC X 2 ML ;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;2012-10-10;;2014-08-31;1016202510011
90221079;JAVLOR;25 MG/ML SOL DIL INFUS CT FA VD INC X 10 ML ;LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;2012-10-10;;2014-08-31;1016202510036
90069846;NORELBIN;10 MG/ML SOL INJ CT FA VD INC X 5 ML;EUROFARMA LABORATÓRIOS S.A.;2016-01-01;;2016-03-31;1004306500025
90370180;ERIVEDGE;150 MG CAP DURA CT FR PLAS OPC X 28;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2017-04-10;;2017-07-09;1010006640012
90039297;IDA;10 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 10 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200050029
90039300;IDA;5 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 5 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200050010
90039254;DOSATAXEL;40MG/ML SOL INJ IV CT FA VD INC X 0,5 ML + DIL FA VD INC X 1,5 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200020022
90039262;DOSATAXEL;40MG/ML SOL INJ IV CT FA VD INC X 2,0 ML + DIL FA VD INC X 6,0 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200020014
90039319;VILNE;10 MG/ML SOL INJ CT FA VD INC X 1 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200070011
90039327;VILNE;10 MG/ML SOL INJ CT FA VD INC X 5 ML;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2018-01-01;;2018-03-31;1493200070021
90439465;ÁCIDO ZOLEDRÔNICO;5MG/100ML SOL INJ CT FA PLAS TRANS SIST FECH X 100ML;EUROFARMA LABORATÓRIOS S.A.;2020-01-01;;2020-03-31;1004310260041
90439473;ÁCIDO ZOLEDRÔNICO;4 MG SOL INFUS IV CT 10 FA PLAS COC TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1553700730034
90439481;ÁCIDO ZOLEDRÔNICO;4 MG SOL INFUS IV CT 100 FA PLAS COC TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1553700730042
90439490;ÁCIDO ZOLEDRÔNICO;4 MG SOL INFUS IV CT 4 FA PLAS COC TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1553700730026
90439503;ÁCIDO ZOLEDRÔNICO;4 MG SOL INFUS IV CT FA PLAS COC TRANS X 5 ML;ACCORD FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1553700730018
90439562;ANASTROZOL;1 MG COM REV CT BL AL PVC X 30;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200770039
90439570;ANASTROZOL;1 MG COM REV CT BL AL PVC X 90;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200770055
90439589;ANASTROZOL;1 MG COM REV CT BL AL PVC X 200;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200770063
90439597;ANASTROZOL;1 MG COM REV CT BL AL PVC X 500;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200770081
90439740;TECENTRIQ;840 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;2020-01-01;;2020-03-31;1010006650026
90439759;WINDUZA;100 MG PO LIOF SUS INJ SC CT FA VD TRANS;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1514300460012
90440498;SIGMASPORIN MICRORAL;25 MG CAP MOLE CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2020-01-01;;2020-03-31;1058301970146
90440501;SIGMASPORIN MICRORAL;50 MG CAP MOLE CT BL AL/AL X 50;GERMED FARMACEUTICA LTDA;2020-01-01;;2020-03-31;1058301970154
90441907;DECITABINA;50 MG PO LIOF SOL INJ IV CT FA VD TRANS;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS MÉDICOS, FARMACÊUTICOS E HOSPITALARES LTDA;2020-01-01;;2020-03-31;1493200080017
90442326;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD TRANS X 5 ML;LIBBS FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1003301420051
90442334;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD TRANS X 30 ML;LIBBS FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1003301420068
90442822;XILFYA;10 MG/ ML PO LIOF SOL INFUS CT FA VD TRANS X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1211004480019
90442962;LEMOL;2,5 MG COM REV CT BL AL PLAS TRANS X 30;ZYDUS NIKKHO FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1565100600011
90443128;LENVIMA;10 MG CAP DURA CT BL AL AL X 30;UNITED MEDICAL LTDA;2020-01-01;;2020-03-31;1257600270035
90443136;LENVIMA;4 MG CAP DURA CT BL AL AL X 30;UNITED MEDICAL LTDA;2020-01-01;;2020-03-31;1257600270051
90443411;BIOEZULEN;100 MG PO LIOF INJ CT FA VD AMB;Aché Laboratórios Farmacêuticos S.A;2020-01-01;;2020-03-31;1057305850023
90443420;BIOEZULEN;50 MG PO LIOF INJ CT FA VD AMB;Aché Laboratórios Farmacêuticos S.A;2020-01-01;;2020-03-31;1057305850031
90443438;OXALIPLATINA;5,0 MG/ML SOL INJ CT FA VD TRANS X 10 ML;SANOFI MEDLEY FARMACÊUTICA LTDA.;2020-01-01;;2020-03-31;1832603680016
90443446;OXALIPLATINA;5,0 MG/ML SOL INJ CT FA VD TRANS X 20 ML ;SANOFI MEDLEY FARMACÊUTICA LTDA.;2020-01-01;;2020-03-31;1832603680024
90443560;ONCASPAR;750 U/ML SOL INJ CT 1 FA VD INC X 5 ML;LABORATÓRIOS SERVIER DO BRASIL LTDA;2020-01-01;;2020-03-31;1127800760011
90443578;SUKHI;100 MG PO LIOF SOL INJ IV CT FA VD TRANS X 10 ML;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200840010
90443586;SUKHI;500 MG PO LIOF SOL INJ IV CT FA VD TRANS X 50 ML;SUN FARMACÊUTICA DO BRASIL LTDA;2020-01-01;;2020-03-31;1468200840029
90444060;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML;LIBBS FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1003302050035
90444078;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML;LIBBS FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1003302050019
90444086;VIVAXXIA;10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML;LIBBS FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1003302050027
90444450;DABAZ;1 MG/ML SOL INJ FA VD INC X 2 ML;ACCORD FARMACÊUTICA LTDA;2020-01-01;;2020-03-31;1553700190013
90444604;TRUXIMA;10 MG/ML SOL DIL INFUS IV CT 1 FA VD TRANS X 50 ML;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA;2020-06-01;;2020-08-31;1921600030011
90444612;TRUXIMA;10 MG/ML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA;2020-06-01;;2020-08-31;1921600030021
90445252;TRAZIMERA;150 MG PO LIOF SOL INJ IV CT FA VD TRANS;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2020-06-01;;2020-08-31;1211004730015
90445783;B -PLATIN;150 MG PO LIOF SOL INJ CT FA VD AMB;BLAU FARMACÊUTICA S.A.;2020-06-01;;2020-08-31;1163700140050
90445805;TRAZIMERA;440 MG PO LIOF SOL INJ IV CT FA VD TRANS + DIL FA VD TRANS X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;2020-06-01;;2020-08-31;1211004730023
