cd_procedimento,termo,categoria
78518571,PROTESE DE QUADRIL EXETER - 09422110 PROT Q X-CHANGE PLUG PARA CIMENTACAO 10 mm,Masculino
78518571,PROTESE DE QUADRIL EXETER - 09422110 PROT Q X-CHANGE PLUG PARA CIMENTACAO 10 mm,Feminino
78518571,PROTESE DE QUADRIL EXETER - 09422110 PROT Q X-CHANGE PLUG PARA CIMENTACAO 10 mm,N. I.
79629938,BIOMATRIX ALPHA  - BMX6-2229,Masculino
79629938,BIOMATRIX ALPHA  - BMX6-2229,Feminino
79629938,BIOMATRIX ALPHA  - BMX6-2229,N. I.
79629954,BIOMATRIX ALPHA  - BMX6-2519,Masculino
79629954,BIOMATRIX ALPHA  - BMX6-2519,Feminino
79629954,BIOMATRIX ALPHA  - BMX6-2519,N. I.
79630022,BIOMATRIX ALPHA  - BMX6-3519,Masculino
79630022,BIOMATRIX ALPHA  - BMX6-3519,Feminino
79630022,BIOMATRIX ALPHA  - BMX6-3519,N. I.
79630030,BIOMATRIX ALPHA  - BMX6-3536,Masculino
79630030,BIOMATRIX ALPHA  - BMX6-3536,Feminino
79630030,BIOMATRIX ALPHA  - BMX6-3536,N. I.
79630049,BIOMATRIX ALPHA  - BMX6-3514,Masculino
79630049,BIOMATRIX ALPHA  - BMX6-3514,Feminino
79630049,BIOMATRIX ALPHA  - BMX6-3514,N. I.
79630138,BIOMATRIX ALPHA  - BMX6-2536,Masculino
79630138,BIOMATRIX ALPHA  - BMX6-2536,Feminino
79630138,BIOMATRIX ALPHA  - BMX6-2536,N. I.
79630251,BIOMATRIX ALPHA  - BMX6-4014,Masculino
79630251,BIOMATRIX ALPHA  - BMX6-4014,Feminino
79630251,BIOMATRIX ALPHA  - BMX6-4014,N. I.
79630260,BIOMATRIX ALPHA  - BMX6-4019,Masculino
79630260,BIOMATRIX ALPHA  - BMX6-4019,Feminino
79630260,BIOMATRIX ALPHA  - BMX6-4019,N. I.
79630278,BIOMATRIX ALPHA  - BMX6-2714,Masculino
79630278,BIOMATRIX ALPHA  - BMX6-2714,Feminino
79630278,BIOMATRIX ALPHA  - BMX6-2714,N. I.
82001006,Implante Zigomático,Masculino
82001006,Implante Zigomático,Feminino
82001006,Implante Zigomático,N. I.
86000080,Aparelho ortodôntico fixo estético parcial,Masculino
86000080,Aparelho ortodôntico fixo estético parcial,Feminino
86000080,Aparelho ortodôntico fixo estético parcial,N. I.
86000250,Distalizador de Hilgers,Masculino
86000250,Distalizador de Hilgers,Feminino
86000250,Distalizador de Hilgers,N. I.
90171098,ILARIS,Masculino
90171098,ILARIS,Feminino
90171098,ILARIS,N. I.
90215176,PAREXEL,Masculino
90215176,PAREXEL,Feminino
90215176,PAREXEL,N. I.
90311876,TEMOLIDA,Masculino
90311876,TEMOLIDA,Feminino
90311876,TEMOLIDA,N. I.
90314417,LEMTRADA,Masculino
90314417,LEMTRADA,Feminino
90314417,LEMTRADA,N. I.
90323289,CAPECITABINA,Masculino
90323289,CAPECITABINA,Feminino
90323289,CAPECITABINA,N. I.
90325877,PEMTRYX,Masculino
90325877,PEMTRYX,Feminino
90325877,PEMTRYX,N. I.
90344030,EVOPOSDO,Masculino
90344030,EVOPOSDO,Feminino
90344030,EVOPOSDO,N. I.
90344227,CLORIDRATO DE DAUNORRUBICINA,Masculino
90344227,CLORIDRATO DE DAUNORRUBICINA,Feminino
90344227,CLORIDRATO DE DAUNORRUBICINA,N. I.
90366204,LENVIMA,Masculino
90366204,LENVIMA,Feminino
90366204,LENVIMA,N. I.
90373944,PRAXBIND,Masculino
90373944,PRAXBIND,Feminino
90373944,PRAXBIND,N. I.
90385594,TELMA,Masculino
90385594,TELMA,Feminino
90385594,TELMA,N. I.
90392094,ENBREL PFS,Masculino
90392094,ENBREL PFS,Feminino
90392094,ENBREL PFS,N. I.
90405757,VINCIZINA CS,Masculino
90405757,VINCIZINA CS,Feminino
90405757,VINCIZINA CS,N. I.
90422309,TERIFLUNOMIDA,Masculino
90422309,TERIFLUNOMIDA,Feminino
90422309,TERIFLUNOMIDA,N. I.
90445805,TRAZIMERA,Masculino
90445805,TRAZIMERA,Feminino
90445805,TRAZIMERA,N. I.
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,Masculino
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,Feminino
30208122,Tratamento cirúrgico de anquilose da articulação têmporo-mandibular,N. I.
30209013,Osteoplastias etmóido orbitais,Masculino
30209013,Osteoplastias etmóido orbitais,Feminino
30209013,Osteoplastias etmóido orbitais,N. I.
30803144,Posicionamento de agulhas radiativas por toracotomia (braquiterapia),Masculino
30803144,Posicionamento de agulhas radiativas por toracotomia (braquiterapia),Feminino
30803144,Posicionamento de agulhas radiativas por toracotomia (braquiterapia),N. I.
30804108,Ressecção de tumor da pleura localizado,Masculino
30804108,Ressecção de tumor da pleura localizado,Feminino
30804108,Ressecção de tumor da pleura localizado,N. I.
30805155,Timectomia (qualquer via),Masculino
30805155,Timectomia (qualquer via),Feminino
30805155,Timectomia (qualquer via),N. I.
30910056,"Aneurismas rotos ou trombosados de axilar, femoral, poplítea",Masculino
30910056,"Aneurismas rotos ou trombosados de axilar, femoral, poplítea",Feminino
30910056,"Aneurismas rotos ou trombosados de axilar, femoral, poplítea",N. I.
31002161,Gastrotomia para retirada de CE ou lesão isolada,Masculino
31002161,Gastrotomia para retirada de CE ou lesão isolada,Feminino
31002161,Gastrotomia para retirada de CE ou lesão isolada,N. I.
31003117,Atresia jejunal distal ou ileal - tratamento cirúrgico,Masculino
31003117,Atresia jejunal distal ou ileal - tratamento cirúrgico,Feminino
31003117,Atresia jejunal distal ou ileal - tratamento cirúrgico,N. I.
31003346,Esvaziamento pélvico anterior ou posterior - procedimento cirúrgico,Masculino
31003346,Esvaziamento pélvico anterior ou posterior - procedimento cirúrgico,Feminino
31003346,Esvaziamento pélvico anterior ou posterior - procedimento cirúrgico,N. I.
40404420,"Genotipagem completa plaquetária (HPA 1, 6 e 15)",Masculino
40404420,"Genotipagem completa plaquetária (HPA 1, 6 e 15)",Feminino
40404420,"Genotipagem completa plaquetária (HPA 1, 6 e 15)",N. I.
71251537,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2224KSM,Masculino
71251537,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2224KSM,Feminino
71251537,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2224KSM,N. I.
71251677,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2509KSM,Masculino
71251677,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2509KSM,Feminino
71251677,ULTIMASTER STENT CORONÁRIO ELUIDOR DE SIROLIMUS - DE-RD2509KSM,N. I.
72402830,Resolute Onyx Stent Coronário de Troca Rápida - RONYX20015X,Masculino
72402830,Resolute Onyx Stent Coronário de Troca Rápida - RONYX20015X,Feminino
72402830,Resolute Onyx Stent Coronário de Troca Rápida - RONYX20015X,N. I.
90306163,MICOFENOLATO DE MOFETILA,Masculino
90306163,MICOFENOLATO DE MOFETILA,Feminino
90306163,MICOFENOLATO DE MOFETILA,N. I.
90326598,TECFIDERA,Masculino
90326598,TECFIDERA,Feminino
90326598,TECFIDERA,N. I.
20101171,Rejeição de enxerto renal - tratamento ambulatorial - avaliação clínica diária,Masculino
20101171,Rejeição de enxerto renal - tratamento ambulatorial - avaliação clínica diária,Feminino
20101171,Rejeição de enxerto renal - tratamento ambulatorial - avaliação clínica diária,N. I.
30912130,Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares,Masculino
30912130,Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares,Feminino
30912130,Oclusão percutânea de fístula e/ou conexões sistêmico pulmonares,N. I.
31003338,Esporão retal - ressecção,Masculino
31003338,Esporão retal - ressecção,Feminino
31003338,Esporão retal - ressecção,N. I.
71246606,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070250-23,Masculino
71246606,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070250-23,Feminino
71246606,XIENCE XPEDITION EVEROLIMUS ELUTING CORONARY STENT - XIENCE XPEDITION - 1070250-23,N. I.
20201060,Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita,Masculino
20201060,Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita,Feminino
20201060,Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita,N. I.
30212170,Torcicolo congênito - tratamento cirúrgico,Masculino
30212170,Torcicolo congênito - tratamento cirúrgico,Feminino
30212170,Torcicolo congênito - tratamento cirúrgico,N. I.
30214025,Paratireoidectomia com toracotomia,Masculino
30214025,Paratireoidectomia com toracotomia,Feminino
30214025,Paratireoidectomia com toracotomia,N. I.
30308046,Exérese de tumor de esclera,Masculino
30308046,Exérese de tumor de esclera,Feminino
30308046,Exérese de tumor de esclera,N. I.
30501431,Tumor intranasal - exérese por rinotomia lateral,Masculino
30501431,Tumor intranasal - exérese por rinotomia lateral,Feminino
30501431,Tumor intranasal - exérese por rinotomia lateral,N. I.
30601312,Osteomielite de costela ou esterno - tratamento conservador,Masculino
30601312,Osteomielite de costela ou esterno - tratamento conservador,Feminino
30601312,Osteomielite de costela ou esterno - tratamento conservador,N. I.
30702062,Serrato maior (serratus) - transplantes músculo-cutâneos com microanastomoses vasculares,Masculino
30702062,Serrato maior (serratus) - transplantes músculo-cutâneos com microanastomoses vasculares,Feminino
30702062,Serrato maior (serratus) - transplantes músculo-cutâneos com microanastomoses vasculares,N. I.
30703158,Semitendinoso (semitendinosus),Masculino
30703158,Semitendinoso (semitendinosus),Feminino
30703158,Semitendinoso (semitendinosus),N. I.
30705070,"Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular",Masculino
30705070,"Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular",Feminino
30705070,"Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular",N. I.
30715059,Cirurgia de coluna por via endoscópica,Masculino
30715059,Cirurgia de coluna por via endoscópica,Feminino
30715059,Cirurgia de coluna por via endoscópica,N. I.
30715326,Tratamento cirúrgico das malformações craniovertebrais,Masculino
30715326,Tratamento cirúrgico das malformações craniovertebrais,Feminino
30715326,Tratamento cirúrgico das malformações craniovertebrais,N. I.
30717060,Desarticulação ao nível do ombro - tratamento cirúrgico,Masculino
30717060,Desarticulação ao nível do ombro - tratamento cirúrgico,Feminino
30717060,Desarticulação ao nível do ombro - tratamento cirúrgico,N. I.
30720060,Correção de deformidade adquirida de antebraço com fixador externo,Masculino
30720060,Correção de deformidade adquirida de antebraço com fixador externo,Feminino
30720060,Correção de deformidade adquirida de antebraço com fixador externo,N. I.
30724139,Epifisiodese com abaixamento do grande trocanter - tratamento cirúrgico,Masculino
30724139,Epifisiodese com abaixamento do grande trocanter - tratamento cirúrgico,Feminino
30724139,Epifisiodese com abaixamento do grande trocanter - tratamento cirúrgico,N. I.
30803071,Lobectomia por malformação pulmonar,Masculino
30803071,Lobectomia por malformação pulmonar,Feminino
30803071,Lobectomia por malformação pulmonar,N. I.
30903041,Ventriculectomia parcial - em coronariopatias,Masculino
30903041,Ventriculectomia parcial - em coronariopatias,Feminino
30903041,Ventriculectomia parcial - em coronariopatias,N. I.
30917026,Cardiomioplastia,Masculino
30917026,Cardiomioplastia,Feminino
30917026,Cardiomioplastia,N. I.
31001220,Esofagostomia,Masculino
31001220,Esofagostomia,Feminino
31001220,Esofagostomia,N. I.
31003648,Colectomia total com ileostomia por videolaparoscopia,Masculino
31003648,Colectomia total com ileostomia por videolaparoscopia,Feminino
31003648,Colectomia total com ileostomia por videolaparoscopia,N. I.
31003788,Proctocolectomia total por videolaparoscopia,Masculino
31003788,Proctocolectomia total por videolaparoscopia,Feminino
31003788,Proctocolectomia total por videolaparoscopia,N. I.
31005098,Cisto de colédoco - tratamento cirúrgico,Masculino
31005098,Cisto de colédoco - tratamento cirúrgico,Feminino
31005098,Cisto de colédoco - tratamento cirúrgico,N. I.
31006043,Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total),Masculino
31006043,Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total),Feminino
31006043,Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total),N. I.
31007040,Esplenorrafia,Masculino
31007040,Esplenorrafia,Feminino
31007040,Esplenorrafia,N. I.
31101127,Lombotomia exploradora,Masculino
31101127,Lombotomia exploradora,Feminino
31101127,Lombotomia exploradora,N. I.
31101330,Pielolitotomia com nefrolitotomia anatrófica unilateral,Masculino
31101330,Pielolitotomia com nefrolitotomia anatrófica unilateral,Feminino
31101330,Pielolitotomia com nefrolitotomia anatrófica unilateral,N. I.
31103022,Bexiga psóica - tratamento cirúrgico,Masculino
31103022,Bexiga psóica - tratamento cirúrgico,Feminino
31103022,Bexiga psóica - tratamento cirúrgico,N. I.
31103081,Cistectomia total,Masculino
31103081,Cistectomia total,Feminino
31103081,Cistectomia total,N. I.
31103251,Enterocistoplastia (ampliação vesical),Masculino
31103251,Enterocistoplastia (ampliação vesical),Feminino
31103251,Enterocistoplastia (ampliação vesical),N. I.
31205054,Vaso-vasostomia microcirúrgica unilateral (recanalização dos ductos deferentes),Masculino
31205054,Vaso-vasostomia microcirúrgica unilateral (recanalização dos ductos deferentes),Feminino
31205054,Vaso-vasostomia microcirúrgica unilateral (recanalização dos ductos deferentes),N. I.
31205089,Vasostomia,Masculino
31205089,Vasostomia,Feminino
31205089,Vasostomia,N. I.
31307175,"Culdoplastia laparoscópica (Mac Call, Moschowicz, etc)",Masculino
31307175,"Culdoplastia laparoscópica (Mac Call, Moschowicz, etc)",Feminino
31307175,"Culdoplastia laparoscópica (Mac Call, Moschowicz, etc)",N. I.
31309259,Amniodrenagem ou amnioinfusão guiadas por ultrassonografia,Masculino
31309259,Amniodrenagem ou amnioinfusão guiadas por ultrassonografia,Feminino
31309259,Amniodrenagem ou amnioinfusão guiadas por ultrassonografia,N. I.
31401333,Tratamento pré-natal das hidrocefalias e cistos cerebrais,Masculino
31401333,Tratamento pré-natal das hidrocefalias e cistos cerebrais,Feminino
31401333,Tratamento pré-natal das hidrocefalias e cistos cerebrais,N. I.
31505015,Transplante hepático (receptor),Masculino
31505015,Transplante hepático (receptor),Feminino
31505015,Transplante hepático (receptor),N. I.
31505023,Transplante hepático (doador),Masculino
31505023,Transplante hepático (doador),Feminino
31505023,Transplante hepático (doador),N. I.
31506038,Nefrectomia em doador vivo - para transplante,Masculino
31506038,Nefrectomia em doador vivo - para transplante,Feminino
31506038,Nefrectomia em doador vivo - para transplante,N. I.
40202755,Colonoscopia com tratamento de fístula,Masculino
40202755,Colonoscopia com tratamento de fístula,Feminino
40202755,Colonoscopia com tratamento de fístula,N. I.
40312364,"Vírus respiratório, triagem aspirado nasofaringeo",Masculino
40312364,"Vírus respiratório, triagem aspirado nasofaringeo",Feminino
40312364,"Vírus respiratório, triagem aspirado nasofaringeo",N. I.
40403955,Doação autóloga pré-operatória,Masculino
40403955,Doação autóloga pré-operatória,Feminino
40403955,Doação autóloga pré-operatória,N. I.
40404013,TMO - prova cruzada para histocompatibilidade de transplante de medula óssea,Masculino
40404013,TMO - prova cruzada para histocompatibilidade de transplante de medula óssea,Feminino
40404013,TMO - prova cruzada para histocompatibilidade de transplante de medula óssea,N. I.
40404021,Aférese para paciente ABO incompatível,Masculino
40404021,Aférese para paciente ABO incompatível,Feminino
40404021,Aférese para paciente ABO incompatível,N. I.
40404080,Controle microbiológico da medula óssea no TCTH alogênico,Masculino
40404080,Controle microbiológico da medula óssea no TCTH alogênico,Feminino
40404080,Controle microbiológico da medula óssea no TCTH alogênico,N. I.
40404234,Quantificação de leucócitos totais da coleta de células tronco periféricas para TCTH alogênico,Masculino
40404234,Quantificação de leucócitos totais da coleta de células tronco periféricas para TCTH alogênico,Feminino
40404234,Quantificação de leucócitos totais da coleta de células tronco periféricas para TCTH alogênico,N. I.
40404242,Quantificação de leucócitos totais da Medula Óssea no TCTH alogênico,Masculino
40404242,Quantificação de leucócitos totais da Medula Óssea no TCTH alogênico,Feminino
40404242,Quantificação de leucócitos totais da Medula Óssea no TCTH alogênico,N. I.
40404358,"Descalcificação de tecido, anatomia patológica",Masculino
40404358,"Descalcificação de tecido, anatomia patológica",Feminino
40404358,"Descalcificação de tecido, anatomia patológica",N. I.
40404366,NAT teste de ácido nucleico HIV/HCV/HBV,Masculino
40404366,NAT teste de ácido nucleico HIV/HCV/HBV,Feminino
40404366,NAT teste de ácido nucleico HIV/HCV/HBV,N. I.
40404412,Fotoférese,Masculino
40404412,Fotoférese,Feminino
40404412,Fotoférese,N. I.
40503267,"Translocação AML1-ETO t(8,21) por PCR",Masculino
40503267,"Translocação AML1-ETO t(8,21) por PCR",Feminino
40503267,"Translocação AML1-ETO t(8,21) por PCR",N. I.
40503470,"PROP1, estudo molecular do gene, sangue total",Masculino
40503470,"PROP1, estudo molecular do gene, sangue total",Feminino
40503470,"PROP1, estudo molecular do gene, sangue total",N. I.
40503631,Detecção de mutações no gene MSH6,Masculino
40503631,Detecção de mutações no gene MSH6,Feminino
40503631,Detecção de mutações no gene MSH6,N. I.
40503682,FLT3 pesquisa de mutações por eletroforese capilar (cada),Masculino
40503682,FLT3 pesquisa de mutações por eletroforese capilar (cada),Feminino
40503682,FLT3 pesquisa de mutações por eletroforese capilar (cada),N. I.
40813037,Ablação percutânea de tumor ósseo (qualquer método),Masculino
40813037,Ablação percutânea de tumor ósseo (qualquer método),Feminino
40813037,Ablação percutânea de tumor ósseo (qualquer método),N. I.
40813304,Colocação de stent em traquéia ou brônquio,Masculino
40813304,Colocação de stent em traquéia ou brônquio,Feminino
40813304,Colocação de stent em traquéia ou brônquio,N. I.
40813509,Drenagem percutânea de abscesso renal,Masculino
40813509,Drenagem percutânea de abscesso renal,Feminino
40813509,Drenagem percutânea de abscesso renal,N. I.
40901670,US - Prova de Boyden,Masculino
40901670,US - Prova de Boyden,Feminino
40901670,US - Prova de Boyden,N. I.
40901726,US - Neurossonografia fetal,Masculino
40901726,US - Neurossonografia fetal,Feminino
40901726,US - Neurossonografia fetal,N. I.
41001354,TC - Articular dinâmica,Masculino
41001354,TC - Articular dinâmica,Feminino
41001354,TC - Articular dinâmica,N. I.
41101650,RM - Neuronavegador,Masculino
41101650,RM - Neuronavegador,Feminino
41101650,RM - Neuronavegador,N. I.
41203160,Radioterapia Intra-operatória (IORT) - por tratamento,Masculino
41203160,Radioterapia Intra-operatória (IORT) - por tratamento,Feminino
41203160,Radioterapia Intra-operatória (IORT) - por tratamento,N. I.
41205065,"Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento",Masculino
41205065,"Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento",Feminino
41205065,"Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento",N. I.
41401158,Teste de exercício em ergômetro   com  determinação  do lactato sanguíneo,Masculino
41401158,Teste de exercício em ergômetro   com  determinação  do lactato sanguíneo,Feminino
41401158,Teste de exercício em ergômetro   com  determinação  do lactato sanguíneo,N. I.
50001205,Consulta com enfermeiro obstetra ou obstetriz,Masculino
50001205,Consulta com enfermeiro obstetra ou obstetriz,Feminino
50001205,Consulta com enfermeiro obstetra ou obstetriz,N. I.
70073600,"CABECA FEMORAL BAUMER - Cabeça femoral modular: 1234.M.22. CO Ø22,25",Masculino
70073600,"CABECA FEMORAL BAUMER - Cabeça femoral modular: 1234.M.22. CO Ø22,25",Feminino
70073600,"CABECA FEMORAL BAUMER - Cabeça femoral modular: 1234.M.22. CO Ø22,25",N. I.
70077231,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.L.22.X - Colo Longo (“long”),Masculino
70077231,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.L.22.X - Colo Longo (“long”),Feminino
70077231,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.L.22.X - Colo Longo (“long”),N. I.
70077258,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.XL.28.X - Colo Extralongo (“extra-long”),Masculino
70077258,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.XL.28.X - Colo Extralongo (“extra-long”),Feminino
70077258,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.XL.28.X - Colo Extralongo (“extra-long”),N. I.
70077282,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.S.28.X - Colo Curto (“short”),Masculino
70077282,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.S.28.X - Colo Curto (“short”),Feminino
70077282,CABECA FEMORAL MODULAR-AÇO INOXIDÁVEL - 1234.S.28.X - Colo Curto (“short”),N. I.
70167729,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KFCCNP1R - ADVANCE&#61650 - Femoral de Revisão - Tamanho 1 Direito Não Poroso,Masculino
70167729,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KFCCNP1R - ADVANCE&#61650 - Femoral de Revisão - Tamanho 1 Direito Não Poroso,Feminino
70167729,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KFCCNP1R - ADVANCE&#61650 - Femoral de Revisão - Tamanho 1 Direito Não Poroso,N. I.
70189544,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFDAN110,Masculino
70189544,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFDAN110,Feminino
70189544,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFDAN110,N. I.
70189641,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFPAN110,Masculino
70189641,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFPAN110,Feminino
70189641,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE -  KFPAN110,N. I.
70370451,SISTEMA DE STENT CORONARIANO LIBERTÉ MONORAIL - H7493893832350,Masculino
70370451,SISTEMA DE STENT CORONARIANO LIBERTÉ MONORAIL - H7493893832350,Feminino
70370451,SISTEMA DE STENT CORONARIANO LIBERTÉ MONORAIL - H7493893832350,N. I.
70567670,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KIRV125S- ADVANCE&#61650 II Inserção CCK de Revisão,Masculino
70567670,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KIRV125S- ADVANCE&#61650 II Inserção CCK de Revisão,Feminino
70567670,SISTEMA PARA REVISAO DE JOELHO TOTAL ADVANCE - KIRV125S- ADVANCE&#61650 II Inserção CCK de Revisão,N. I.
70730296,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA2010EWG,Masculino
70730296,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA2010EWG,Feminino
70730296,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA2010EWG,N. I.
70730555,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA3508GWG,Masculino
70730555,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA3508GWG,Feminino
70730555,TSUNAMI GOLD - STENT CORONARIO TERUMO - CS-RA3508GWG,N. I.
70734879,STENT CORONÁRIO NOBORI - DE-RA2514SM,Masculino
70734879,STENT CORONÁRIO NOBORI - DE-RA2514SM,Feminino
70734879,STENT CORONÁRIO NOBORI - DE-RA2514SM,N. I.
70861463,"PROTESE ACETABULAR - 3330/25 - (PARAFUSO DE TITÂNIO Ø 6,5)",Masculino
70861463,"PROTESE ACETABULAR - 3330/25 - (PARAFUSO DE TITÂNIO Ø 6,5)",Feminino
70861463,"PROTESE ACETABULAR - 3330/25 - (PARAFUSO DE TITÂNIO Ø 6,5)",N. I.
70861471,"PROTESE ACETABULAR - 3330/30 - (PARAFUSO DE TITÂNIO Ø 6,5)",Masculino
70861471,"PROTESE ACETABULAR - 3330/30 - (PARAFUSO DE TITÂNIO Ø 6,5)",Feminino
70861471,"PROTESE ACETABULAR - 3330/30 - (PARAFUSO DE TITÂNIO Ø 6,5)",N. I.
70861480,"PROTESE ACETABULAR - 3330/35 - (PARAFUSO DE TITÂNIO Ø 6,5)",Masculino
70861480,"PROTESE ACETABULAR - 3330/35 - (PARAFUSO DE TITÂNIO Ø 6,5)",Feminino
70861480,"PROTESE ACETABULAR - 3330/35 - (PARAFUSO DE TITÂNIO Ø 6,5)",N. I.
70861498,"PROTESE ACETABULAR - 3330/40 - (PARAFUSO DE TITÂNIO Ø 6,5)",Masculino
70861498,"PROTESE ACETABULAR - 3330/40 - (PARAFUSO DE TITÂNIO Ø 6,5)",Feminino
70861498,"PROTESE ACETABULAR - 3330/40 - (PARAFUSO DE TITÂNIO Ø 6,5)",N. I.
70876916,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT - Promus Element TM: H7493911320220,Masculino
70876916,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT - Promus Element TM: H7493911320220,Feminino
70876916,STENT CORONÁRIO COM ELUIÇÃO DE EVEROLIMUS PROMUS ELEMENT - Promus Element TM: H7493911320220,N. I.
70877688,"COMPONENTE PATELAR - 159.34 - (Ø34,0 x 13,7) - 3 PINOS",Masculino
70877688,"COMPONENTE PATELAR - 159.34 - (Ø34,0 x 13,7) - 3 PINOS",Feminino
70877688,"COMPONENTE PATELAR - 159.34 - (Ø34,0 x 13,7) - 3 PINOS",N. I.
70879281,STENT CORONÁRIO KANAME CrCo - CS-RD3515KW,Masculino
70879281,STENT CORONÁRIO KANAME CrCo - CS-RD3515KW,Feminino
70879281,STENT CORONÁRIO KANAME CrCo - CS-RD3515KW,N. I.
70889279,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP4L,Masculino
70889279,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP4L,Feminino
70889279,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP4L,N. I.
70889287,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP3L,Masculino
70889287,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP3L,Feminino
70889287,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KFTCNP3L,N. I.
70889309,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP30,Masculino
70889309,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP30,Feminino
70889309,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KTCCNP30,N. I.
70889317,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP32,Masculino
70889317,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP32,Feminino
70889317,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KPONTP32,N. I.
70889325,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP312L,Masculino
70889325,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP312L,Feminino
70889325,SISTEMA PARA JOELHO TOTAL PRIMARIO CIMENTADO ADVANCE - KIMP312L,N. I.
