cd_procedimento,termo,categoria,tot_qt,tot_vl,mean_vl
73944840,SISTEMA DE JOELHO TRIATHLON PKR - 5620-B-101,Masculino,1,5990,5990
73944840,SISTEMA DE JOELHO TRIATHLON PKR - 5620-B-101,Feminino,0,0,0
73944840,SISTEMA DE JOELHO TRIATHLON PKR - 5620-B-101,N. I.,0,0,0
73944858,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-101,Masculino,1,8415,8415
73944858,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-101,Feminino,1,14500,14500
73944858,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-101,N. I.,0,0,0
73944963,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-220,Masculino,0,0,0
73944963,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-220,Feminino,1,3333.75,3333.75
73944963,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-220,N. I.,0,0,0
73944971,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-408,Masculino,1,3675,3675
73944971,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-408,Feminino,0,0,0
73944971,SISTEMA DE JOELHO TRIATHLON PKR - 5630-G-408,N. I.,0,0,0
73945072,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-302,Masculino,0,0,0
73945072,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-302,Feminino,1,7932.75,7932.75
73945072,SISTEMA DE JOELHO TRIATHLON PKR - 5610-F-302,N. I.,0,0,0
73949302,IMPLANTE DE JOELHO TRIATHLON TS,Masculino,0,0,0
73949302,IMPLANTE DE JOELHO TRIATHLON TS,Feminino,1,9871.04,9871.04
73949302,IMPLANTE DE JOELHO TRIATHLON TS,N. I.,0,0,0
73949477,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-360 - TRIATHLON ROTULA SIMETRICA X3,Masculino,2,559.34,279.67
73949477,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-360 - TRIATHLON ROTULA SIMETRICA X3,Feminino,0,0,0
73949477,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-360 - TRIATHLON ROTULA SIMETRICA X3,N. I.,0,0,0
73949493,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-419 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 4 19MM,Masculino,0,0,0
73949493,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-419 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 4 19MM,Feminino,1,7140,7140
73949493,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-419 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 4 19MM,N. I.,0,0,0
73949566,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-300 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 3,Masculino,0,0,0
73949566,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-300 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 3,Feminino,1,9671.23,9671.23
73949566,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-300 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 3,N. I.,0,0,0
73949655,IMPLANTE DE JOELHO TRIATHLON TS - 5551-G-299 - TRIATHLON ROTULA SIMETRICA X3,Masculino,1,900.11,900.11
73949655,IMPLANTE DE JOELHO TRIATHLON TS - 5551-G-299 - TRIATHLON ROTULA SIMETRICA X3,Feminino,1,900,900
73949655,IMPLANTE DE JOELHO TRIATHLON TS - 5551-G-299 - TRIATHLON ROTULA SIMETRICA X3,N. I.,0,0,0
73949728,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-319 - TRIATHLON ROTULA SIMETRICA X3,Masculino,0,0,0
73949728,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-319 - TRIATHLON ROTULA SIMETRICA X3,Feminino,2,3725.85,1862.92
73949728,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-319 - TRIATHLON ROTULA SIMETRICA X3,N. I.,0,0,0
73949841,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-302 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 3 DIREITO,Masculino,0,0,0
73949841,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-302 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 3 DIREITO,Feminino,1,10710.48,10710.48
73949841,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-302 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 3 DIREITO,N. I.,0,0,0
73950084,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-200 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 2,Masculino,0,0,0
73950084,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-200 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 2,Feminino,1,9169.65,9169.65
73950084,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-200 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 2,N. I.,0,0,0
73950157,IMPLANTE DE JOELHO TRIATHLON TS - 5543-A-300 - AUMENTO POSTERIOR COMPONENTE FEMORAL TRIATHLON TS 5MM TAMANHO 3,Masculino,0,0,0
73950157,IMPLANTE DE JOELHO TRIATHLON TS - 5543-A-300 - AUMENTO POSTERIOR COMPONENTE FEMORAL TRIATHLON TS 5MM TAMANHO 3,Feminino,2,6340.86,3170.43
73950157,IMPLANTE DE JOELHO TRIATHLON TS - 5543-A-300 - AUMENTO POSTERIOR COMPONENTE FEMORAL TRIATHLON TS 5MM TAMANHO 3,N. I.,0,0,0
73950246,IMPLANTE DE JOELHO TRIATHLON TS - 5545-A-302 - AUMENTO COMPONENTE TIBIAL TRIATHLON TS 5MM RM/ LL TAMANHO 3,Masculino,0,0,0
73950246,IMPLANTE DE JOELHO TRIATHLON TS - 5545-A-302 - AUMENTO COMPONENTE TIBIAL TRIATHLON TS 5MM RM/ LL TAMANHO 3,Feminino,1,5093.09,5093.09
73950246,IMPLANTE DE JOELHO TRIATHLON TS - 5545-A-302 - AUMENTO COMPONENTE TIBIAL TRIATHLON TS 5MM RM/ LL TAMANHO 3,N. I.,0,0,0
73950300,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-339 - TRIATHLON ROTULA SIMETRICA X3,Masculino,1,150,150
73950300,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-339 - TRIATHLON ROTULA SIMETRICA X3,Feminino,4,1151.1,287.78
73950300,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-339 - TRIATHLON ROTULA SIMETRICA X3,N. I.,1,260,260
73950793,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-400 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 4,Masculino,0,0,0
73950793,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-400 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 4,Feminino,1,9628.45,9628.45
73950793,IMPLANTE DE JOELHO TRIATHLON TS - 5521-B-400 - COMPONENTE DE BASE TIBIAL TRIATHLON TS TAMANHO 4,N. I.,0,0,0
73950890,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-501 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 5 ESQUERDO,Masculino,0,0,0
73950890,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-501 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 5 ESQUERDO,Feminino,1,12127.5,12127.5
73950890,IMPLANTE DE JOELHO TRIATHLON TS - 5512-F-501 - COMPONENTE FEMORAL TRIATHLON TS TAMANHO 5 ESQUERDO,N. I.,0,0,0
73950947,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-298 - TRIATHLON ROTULA SIMETRICA X3,Masculino,0,0,0
73950947,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-298 - TRIATHLON ROTULA SIMETRICA X3,Feminino,2,1923.69,961.84
73950947,IMPLANTE DE JOELHO TRIATHLON TS - 5550-G-298 - TRIATHLON ROTULA SIMETRICA X3,N. I.,0,0,0
73951056,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-311 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 3 11MM,Masculino,0,0,0
73951056,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-311 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 3 11MM,Feminino,1,4428.63,4428.63
73951056,IMPLANTE DE JOELHO TRIATHLON TS - 5537-G-311 - INSERTE TIBIAL PLUS TRIATHLON TS TAMANHO 3 11MM,N. I.,0,0,0
73988839,COMPONENTE FEMORAL POROUS SEM RESTRIÇÃO - 00-5490-033-01,Masculino,1,4675.93,4675.93
73988839,COMPONENTE FEMORAL POROUS SEM RESTRIÇÃO - 00-5490-033-01,Feminino,0,0,0
73988839,COMPONENTE FEMORAL POROUS SEM RESTRIÇÃO - 00-5490-033-01,N. I.,0,0,0
73990833,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5764-015-51,Masculino,1,3349.5,3349.5
73990833,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5764-015-51,Feminino,0,0,0
73990833,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5764-015-51,N. I.,0,0,0
73990930,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-01,Masculino,0,0,0
73990930,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-01,Feminino,1,3349.5,3349.5
73990930,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-01,N. I.,0,0,0
73991252,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5988-010-10,Masculino,0,0,0
73991252,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5988-010-10,Feminino,3,8969.62,2989.87
73991252,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5988-010-10,N. I.,0,0,0
73991570,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-92,Masculino,0,0,0
73991570,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-92,Feminino,2,17380,8690
73991570,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-92,N. I.,0,0,0
73991597,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-013-01,Masculino,0,0,0
73991597,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-013-01,Feminino,1,3349.5,3349.5
73991597,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-013-01,N. I.,0,0,0
73992089,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-02,Masculino,1,9098.56,9098.56
73992089,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-02,Feminino,1,8449.06,8449.06
73992089,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-016-02,N. I.,0,0,0
73992240,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-016-91,Masculino,0,0,0
73992240,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-016-91,Feminino,1,9160.13,9160.13
73992240,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-016-91,N. I.,0,0,0
73992712,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5964-017-02,Masculino,1,4580.06,4580.06
73992712,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5964-017-02,Feminino,3,13740.18,4580.06
73992712,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5964-017-02,N. I.,0,0,0
73992860,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-91,Masculino,0,0,0
73992860,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-91,Feminino,1,8690,8690
73992860,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5994-013-91,N. I.,0,0,0
73993433,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-014-02,Masculino,0,0,0
73993433,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-014-02,Feminino,3,8793.79,2931.26
73993433,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-014-02,N. I.,0,0,0
73993468,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-015-01,Masculino,1,3352.04,3352.04
73993468,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-015-01,Feminino,2,7515.74,3757.87
73993468,COMPONENTE FEMORAL OPTION COM RESTRIÇÃO - 00-5996-015-01,N. I.,1,3352.04,3352.04
74003062,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO,Masculino,0,0,0
74003062,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO,Feminino,1,12010.74,12010.74
74003062,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO,N. I.,0,0,0
74003224,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-015-02,Masculino,0,0,0
74003224,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-015-02,Feminino,1,4241.71,4241.71
74003224,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-015-02,N. I.,0,0,0
74003259,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-060-02,Masculino,0,0,0
74003259,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-060-02,Feminino,1,13642.96,13642.96
74003259,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-060-02,N. I.,0,0,0
74003348,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-013-01,Masculino,0,0,0
74003348,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-013-01,Feminino,1,3190,3190
74003348,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5966-013-01,N. I.,0,0,0
74003437,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-074-01,Masculino,1,8554.18,8554.18
74003437,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-074-01,Feminino,0,0,0
74003437,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-074-01,N. I.,0,0,0
74003593,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-054-01,Masculino,2,11592,5796
74003593,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-054-01,Feminino,0,0,0
74003593,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 42-5026-054-01,N. I.,0,0,0
74003780,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-012-01,Masculino,4,10420.57,2605.14
74003780,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-012-01,Feminino,4,9628.81,2407.2
74003780,COMPONENTE FEMORAL SEM RESTRIÇÃO SEM REVESTIMENTO - 00-5956-012-01,N. I.,0,0,0
74201816,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-13-002 Haste Femoral CP3 Cone 12/14 - 13,7mm",Masculino,0,0,0
74201816,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-13-002 Haste Femoral CP3 Cone 12/14 - 13,7mm",Feminino,1,1575,1575
74201816,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-13-002 Haste Femoral CP3 Cone 12/14 - 13,7mm",N. I.,0,0,0
74201832,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-09-000 Haste Femoral CP3 Cone 12/14 - 9,0mm",Masculino,0,0,0
74201832,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-09-000 Haste Femoral CP3 Cone 12/14 - 9,0mm",Feminino,1,1937.25,1937.25
74201832,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2575-09-000 Haste Femoral CP3 Cone 12/14 - 9,0mm",N. I.,0,0,0
74201840,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-05-000 Haste Femoral CP3 AN Cone 12/14 - 5,0mm",Masculino,1,1058.4,1058.4
74201840,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-05-000 Haste Femoral CP3 AN Cone 12/14 - 5,0mm",Feminino,2,2840.12,1420.06
74201840,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-05-000 Haste Femoral CP3 AN Cone 12/14 - 5,0mm",N. I.,0,0,0
74201883,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-10-001 Haste Femoral CP3 AN Cone 12/14 - 10,0mm",Masculino,1,41.12,41.12
74201883,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-10-001 Haste Femoral CP3 AN Cone 12/14 - 10,0mm",Feminino,0,0,0
74201883,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-10-001 Haste Femoral CP3 AN Cone 12/14 - 10,0mm",N. I.,0,0,0
74202022,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-001 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",Masculino,0,0,0
74202022,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-001 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",Feminino,1,2125.18,2125.18
74202022,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-001 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",N. I.,0,0,0
74202030,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-000 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",Masculino,0,0,0
74202030,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-000 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",Feminino,2,3592.31,1796.15
74202030,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-04-000 Haste Femoral CP3 AN Cone 12/14 - 4,0mm",N. I.,0,0,0
74202103,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-07-000 Haste Femoral CP3 AN Cone 12/14 - 7,0mm",Masculino,1,2255.99,2255.99
74202103,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-07-000 Haste Femoral CP3 AN Cone 12/14 - 7,0mm",Feminino,0,0,0
74202103,"Haste Modular Cimentada CP3 e CP3 AN-BM - 2570-07-000 Haste Femoral CP3 AN Cone 12/14 - 7,0mm",N. I.,0,0,0
74392352,Inserto Tibial com Pino - Revision I-Knee,Masculino,0,0,0
74392352,Inserto Tibial com Pino - Revision I-Knee,Feminino,1,2500,2500
74392352,Inserto Tibial com Pino - Revision I-Knee,N. I.,0,0,0
74895362,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER,Masculino,0,0,0
74895362,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER,Feminino,2,6390.8,3195.4
74895362,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER,N. I.,0,0,0
74895907,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen,Masculino,0,0,0
74895907,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen,Feminino,1,4367.7,4367.7
74895907,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-02 Componente Base Tibial Metalica Precoat Tam 4 Nexgen,N. I.,0,0,0
74896210,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-007-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 7 Nexgen / LCCK",Masculino,0,0,0
74896210,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-007-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 7 Nexgen / LCCK",Feminino,4,5940,1485
74896210,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-007-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 7 Nexgen / LCCK",N. I.,0,0,0
74896717,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen,Masculino,0,0,0
74896717,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen,Feminino,3,8969.4,2989.8
74896717,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-037-01 Componente Base Tibial Metalica Precoat Tam 3 Nexgen,N. I.,0,0,0
74896830,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-003-27 Componente Tibial Meio-Bloco Metálico 10mm, Tam 3 Nexgen / LCCK",Masculino,0,0,0
74896830,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-003-27 Componente Tibial Meio-Bloco Metálico 10mm, Tam 3 Nexgen / LCCK",Feminino,2,2970,1485
74896830,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-003-27 Componente Tibial Meio-Bloco Metálico 10mm, Tam 3 Nexgen / LCCK",N. I.,0,0,0
74897004,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5790-045-11 Componente Base Tibial Metalica Unicompartimental MG Zimmer Tam 1, Dir-Med/Esq-Lat",Masculino,0,0,0
74897004,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5790-045-11 Componente Base Tibial Metalica Unicompartimental MG Zimmer Tam 1, Dir-Med/Esq-Lat",Feminino,1,2714.25,2714.25
74897004,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5790-045-11 Componente Base Tibial Metalica Unicompartimental MG Zimmer Tam 1, Dir-Med/Esq-Lat",N. I.,0,0,0
74897063,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-027-02 Componente Base Tibial Metalica Precoat Tam 2 Nexgen,Masculino,0,0,0
74897063,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-027-02 Componente Base Tibial Metalica Precoat Tam 2 Nexgen,Feminino,1,3150.7,3150.7
74897063,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5980-027-02 Componente Base Tibial Metalica Precoat Tam 2 Nexgen,N. I.,0,0,0
74897268,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5880-003-00 Componente Base Tibial Metálica Precoat De Revisão C/ Dobradiça, Tam 3 RHK",Masculino,0,0,0
74897268,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5880-003-00 Componente Base Tibial Metálica Precoat De Revisão C/ Dobradiça, Tam 3 RHK",Feminino,1,7906.12,7906.12
74897268,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5880-003-00 Componente Base Tibial Metálica Precoat De Revisão C/ Dobradiça, Tam 3 RHK",N. I.,0,0,0
74897373,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-020-13 Componente Haste Femoral/Tibial Offset 13mmx145mm Nexgen / LCCK,Masculino,0,0,0
74897373,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-020-13 Componente Haste Femoral/Tibial Offset 13mmx145mm Nexgen / LCCK,Feminino,2,5918,2959
74897373,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-020-13 Componente Haste Femoral/Tibial Offset 13mmx145mm Nexgen / LCCK,N. I.,0,0,0
74897381,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-010-14 Componente Haste Femoral/Tibial Reta 14mmx145mm Nexgen / LCCK,Masculino,0,0,0
74897381,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-010-14 Componente Haste Femoral/Tibial Reta 14mmx145mm Nexgen / LCCK,Feminino,2,5918,2959
74897381,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-010-14 Componente Haste Femoral/Tibial Reta 14mmx145mm Nexgen / LCCK,N. I.,0,0,0
74897411,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5998-007-26 Componente Tibial Meio-Bloco Metálico Fluted 5mm, Tam 7 Nexgen / LCCK",Masculino,1,4241.14,4241.14
74897411,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5998-007-26 Componente Tibial Meio-Bloco Metálico Fluted 5mm, Tam 7 Nexgen / LCCK",Feminino,1,1565.34,1565.34
74897411,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5998-007-26 Componente Tibial Meio-Bloco Metálico Fluted 5mm, Tam 7 Nexgen / LCCK",N. I.,0,0,0
74897721,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-005-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 5 Nexgen / LCCK",Masculino,1,1485,1485
74897721,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-005-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 5 Nexgen / LCCK",Feminino,0,0,0
74897721,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-005-26 Componente Tibial Meio-Bloco Metálico 5mm, Tam 5 Nexgen / LCCK",N. I.,0,0,0
74897950,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-002-10 Componente Base Tibial Bloco Metálico 10mm, Tam 2 Nexgen",Masculino,0,0,0
74897950,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-002-10 Componente Base Tibial Bloco Metálico 10mm, Tam 2 Nexgen",Feminino,1,3984.5,3984.5
74897950,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-002-10 Componente Base Tibial Bloco Metálico 10mm, Tam 2 Nexgen",N. I.,0,0,0
74898000,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-011-14 Componente Haste Femoral/Tibial Reta 14mmx200mm Nexgen / LCCK,Masculino,0,0,0
74898000,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-011-14 Componente Haste Femoral/Tibial Reta 14mmx200mm Nexgen / LCCK,Feminino,1,3524.47,3524.47
74898000,COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-011-14 Componente Haste Femoral/Tibial Reta 14mmx200mm Nexgen / LCCK,N. I.,0,0,0
74898094,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-001-39 Componente Base Tibial Meio-Bloco Metálico (Esq-Lat/Dir-Med), 20mm, Tam 1 Nexgen",Masculino,0,0,0
74898094,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-001-39 Componente Base Tibial Meio-Bloco Metálico (Esq-Lat/Dir-Med), 20mm, Tam 1 Nexgen",Feminino,1,3119.08,3119.08
74898094,"COMPONENTE TIBIAL METÁLICO PRECOAT ZIMMER - 00-5988-001-39 Componente Base Tibial Meio-Bloco Metálico (Esq-Lat/Dir-Med), 20mm, Tam 1 Nexgen",N. I.,0,0,0
74902580,"INSERTO ARTICULAR DE POLIETILENO COM RESTRIÇÃO FIXO - 00-5996-040-14 Inserto Articular, 14mm (Fem. E, F – Tib. 5, 6)",Masculino,0,0,0
